0.305177,0.337716,1.15508,1.07629,0.332472,0.969391,0.550495,0.672805,0.855866,0.346036
0.325802,0.338649,0.464975,0.469064,0.320941,0.332684,0.330916,0.335111,0.327545,0.330387
0.333511,0.337964,0.474291,0.476764,0.32778,0.338183,0.338227,0.339645,0.332833,0.334732
0.336374,0.337704,0.475551,0.477744,0.330921,0.340816,0.338188,0.343197,0.331683,0.334365
0.333151,0.341837,0.478336,0.480874,0.327146,0.337142,0.33834,0.338922,0.336563,0.338329
0.337097,0.337885,0.456037,0.473219,0.331541,0.342024,0.338365,0.333902,0.332479,0.333733
0.334386,0.336989,0.484704,0.487264,0.328083,0.33757,0.343762,0.339257,0.336106,0.333556
0.332506,0.343104,0.474862,0.477061,0.332583,0.337124,0.33798,0.344406,0.331991,0.33962
0.333091,0.337702,0.479821,0.476354,0.327018,0.342334,0.338448,0.335108,0.336968,0.333702
0.338498,0.342911,0.474589,0.475677,0.32753,0.336753,0.343483,0.339258,0.333145,0.339283
0.333561,0.337718,0.475363,0.476775,0.331845,0.341417,0.337535,0.343877,0.337153,0.334469
0.332973,0.338134,0.483228,0.486055,0.329197,0.337533,0.343684,0.340001,0.332363,0.338648
0.337262,0.34197,0.47457,0.476638,0.326386,0.341983,0.338037,0.344697,0.331862,0.334166
0.332818,0.337779,0.479817,0.481346,0.330756,0.336829,0.342002,0.339245,0.33605,0.334116
0.336824,0.337444,0.473609,0.479777,0.331017,0.340439,0.33677,0.343856,0.331789,0.333871
0.333037,0.34178,0.480494,0.478197,0.328254,0.336874,0.342514,0.339524,0.332107,0.339166
0.333777,0.337915,0.46896,0.480264,0.331511,0.340841,0.336696,0.338398,0.337008,0.334104
0.338272,0.34267,0.461917,0.474032,0.327081,0.337039,0.337102,0.342959,0.333158,0.339434
0.332643,0.336587,0.472934,0.478101,0.326107,0.340638,0.34154,0.338238,0.336159,0.337386
0.33362,0.336737,0.478389,0.469679,0.329601,0.337625,0.343325,0.344551,0.332913,0.333276
0.337598,0.341722,0.473495,0.474536,0.327929,0.342109,0.338254,0.338982,0.336724,0.333504
0.333066,0.337241,0.474626,0.48018,0.332607,0.336794,0.343077,0.344148,0.332078,0.334255
0.332207,0.340993,0.478992,0.476209,0.327313,0.3329,0.338767,0.339288,0.335978,0.337529
0.337138,0.337217,0.476065,0.473897,0.327458,0.341776,0.343841,0.344562,0.332642,0.333168
0.332954,0.342861,0.480999,0.482294,0.334603,0.338574,0.33959,0.340296,0.332181,0.33618
0.337301,0.337802,0.474294,0.47518,0.327609,0.337497,0.343771,0.339118,0.336417,0.338261
0.337464,0.33751,0.47494,0.481582,0.332403,0.341687,0.337994,0.339307,0.332224,0.33405
0.332843,0.34151,0.478841,0.474691,0.327051,0.336909,0.338592,0.344467,0.335933,0.338189
0.335394,0.339567,0.46991,0.435682,0.33407,0.34366,0.344593,0.341016,0.338713,0.335997
0.337108,0.342485,0.476687,0.482162,0.327387,0.337062,0.337239,0.343537,0.332244,0.334895
0.332936,0.338415,0.478913,0.476242,0.331454,0.337004,0.342504,0.344078,0.331952,0.334306
0.33685,0.337356,0.475081,0.475483,0.326527,0.342218,0.338299,0.335456,0.33627,0.337675
0.33313,0.33768,0.478897,0.47516,0.327833,0.343759,0.339776,0.345155,0.336667,0.334032
0.333465,0.342307,0.475965,0.481034,0.334294,0.337451,0.338736,0.339529,0.332152,0.333986
0.335473,0.337642,0.473438,0.472907,0.332938,0.337437,0.343708,0.344788,0.332109,0.333967
0.333078,0.341973,0.478048,0.476097,0.327577,0.342294,0.338038,0.33909,0.333562,0.33414
0.331727,0.34084,0.474781,0.474117,0.327326,0.337143,0.343275,0.341781,0.331107,0.33704
0.332866,0.337274,0.477913,0.479333,0.334869,0.34355,0.339903,0.343404,0.332063,0.337383
0.331972,0.337432,0.473669,0.474609,0.332403,0.342818,0.338832,0.34755,0.331246,0.337447
0.33301,0.34241,0.442402,0.471607,0.329189,0.343497,0.343458,0.340975,0.332729,0.334373
0.332398,0.341978,0.474199,0.477071,0.331605,0.337824,0.33762,0.344483,0.331784,0.337867
0.333911,0.341957,0.479498,0.478053,0.329951,0.344107,0.346926,0.344352,0.333199,0.33244
0.332227,0.337557,0.478353,0.481412,0.320648,0.337658,0.343108,0.349541,0.335643,0.333606
0.332074,0.337873,0.472911,0.475278,0.326663,0.342087,0.343059,0.344586,0.331282,0.337747
0.336698,0.34191,0.477624,0.476595,0.326891,0.33695,0.337474,0.339037,0.335575,0.333787
0.331667,0.342113,0.474021,0.48163,0.33434,0.340941,0.3356,0.341179,0.331622,0.336506
0.336825,0.338459,0.47638,0.478282,0.329287,0.338672,0.349331,0.35033,0.336839,0.334602
0.332339,0.337283,0.479479,0.481011,0.327602,0.342158,0.338985,0.339139,0.33167,0.33799
0.33258,0.33767,0.472999,0.475047,0.332714,0.342183,0.343384,0.344338,0.331748,0.333613
0.336536,0.342228,0.472219,0.4783,0.327687,0.339269,0.33866,0.339304,0.336017,0.333749
0.332394,0.339011,0.478566,0.477588,0.331498,0.345002,0.347006,0.348236,0.331556,0.335249
0.348917,0.339778,0.435028,0.492525,0.329554,0.340125,0.340812,0.344294,0.346587,0.341369
0.416499,0.432061,0.652839,0.659019,0.352719,0.353072,0.353351,0.359155,0.422507,0.364989
0.432527,0.437932,0.684946,0.685699,0.342445,0.349269,0.353708,0.348898,0.444256,0.444989
0.436304,0.4429,0.682229,0.682703,0.343335,0.348286,0.351469,0.354481,0.44085,0.445299
0.431052,0.443747,0.675074,0.685359,0.340919,0.352569,0.345986,0.345708,0.43889,0.443315
0.436865,0.440573,0.687742,0.688611,0.344344,0.35342,0.351344,0.354,0.445426,0.44462
0.431403,0.437853,0.679077,0.683625,0.345153,0.347423,0.345272,0.344941,0.442037,0.445066
0.438442,0.445152,0.691923,0.687923,0.346652,0.350387,0.347516,0.352078,0.439186,0.446141
0.314717,0.335827,0.405973,0.391491,0.315019,0.436699,0.333438,0.330302,0.286821,0.303086
0.268261,0.27729,0.352087,0.350554,0.340109,0.431843,0.332728,0.34881,0.272112,0.270658
0.279104,0.27864,0.331974,0.350998,0.433556,0.454815,0.457156,0.454607,0.274889,0.27618
0.279405,0.281152,0.355683,0.356755,0.438851,0.452369,0.460475,0.458802,0.280765,0.272591
0.275564,0.280665,0.356592,0.359326,0.43035,0.452913,0.45143,0.458293,0.274008,0.273165
0.281859,0.274987,0.352219,0.354841,0.436646,0.449248,0.451639,0.45257,0.276753,0.273369
0.275007,0.277834,0.348828,0.359837,0.431598,0.454925,0.449639,0.455744,0.277062,0.273887
0.27328,0.276674,0.356266,0.356073,0.437771,0.450835,0.452123,0.459463,0.275063,0.27362
0.272993,0.276642,0.35595,0.359233,0.431482,0.453863,0.456807,0.446343,0.271194,0.272777
0.2778,0.281376,0.351225,0.354919,0.435666,0.448986,0.452342,0.459577,0.271274,0.272991
0.273078,0.276676,0.356716,0.36056,0.43122,0.454743,0.456839,0.454606,0.271366,0.273289
0.273635,0.282131,0.354215,0.357976,0.436716,0.45004,0.453242,0.461122,0.272067,0.278855
0.278941,0.277889,0.35798,0.362795,0.428661,0.451731,0.455234,0.453084,0.271864,0.274575
0.275816,0.281107,0.350774,0.359266,0.429904,0.449261,0.451855,0.459619,0.271388,0.278059
0.274376,0.278187,0.326016,0.35171,0.437358,0.455064,0.458087,0.460726,0.272452,0.274676
0.273798,0.277782,0.357222,0.358371,0.435906,0.448998,0.452124,0.45469,0.271582,0.278689
0.275315,0.278989,0.352132,0.354681,0.430338,0.452618,0.457241,0.459397,0.272152,0.27425
0.27383,0.277311,0.357177,0.359747,0.435699,0.449784,0.458188,0.456194,0.270885,0.277226
0.275094,0.278026,0.341194,0.356215,0.430905,0.446993,0.452072,0.459431,0.277179,0.27859
0.272918,0.276346,0.357359,0.360433,0.437923,0.450081,0.458048,0.457306,0.271563,0.273423
0.274981,0.277441,0.354854,0.369501,0.435543,0.456799,0.457037,0.464063,0.276918,0.273918
0.274946,0.278258,0.35844,0.356486,0.433909,0.445807,0.451239,0.452947,0.272705,0.279102
0.274248,0.277298,0.351791,0.359431,0.42951,0.451151,0.449632,0.46748,0.276859,0.274081
