132647840,103595222,14091628,18322011,15016118,5845640,1657738,1682991,9668440,39107003
5905154,6148420,8340855,8397197,5426898,5508841,5508532,5581725,5908469,5962312
6047445,6150924,8625458,8659375,5548809,5627394,5669519,5698037,6053100,6150992
6093937,6151951,8656935,8690597,5583503,5658237,5671656,5728334,6052305,6147830
5979842,6143218,8600871,8640008,5482327,5569382,5613646,5630718,6057587,6200470
6050752,6052216,8113296,8324884,5332801,5363448,5320467,5252604,5585357,5564852
5472945,5554173,7914441,7951227,5024550,5088995,5190237,5147136,5527625,5554362
5469217,5617774,7811568,7845049,5057387,5076557,5122788,5191340,5466285,5619474
5468358,5556630,7857116,7807533,5004004,5126028,5125336,5103300,5524138,5567760
5524970,5608798,7799792,7833676,5003415,5070167,5175781,5135846,5488294,5621613
5471660,5558320,7803876,7835252,5047892,5114016,5111688,5186997,5519751,5554455
5471864,5563641,7893508,7928284,5013681,5079869,5174365,5151869,5478182,5600020
5507606,5598513,7796560,7823784,4993985,5124687,5117354,5198405,5470939,5559918
5968178,6238265,8892516,8996264,5725566,5674656,5773208,5752481,6159589,6207893
6044063,6093229,8549144,8626583,5536109,5605524,5601815,5691578,6004399,6105906
6109398,6149992,8630745,8609678,5487449,5560857,5657865,5640815,6006965,6138380
6006735,6147013,8530482,8701282,5565401,5635437,5631007,5660004,6106607,6155856
6114018,6212877,8493254,8637399,5507620,5593461,5637543,5709677,6071247,6149470
6045916,6135944,8606962,8675886,5518096,5643740,5694507,5673062,6100160,6131753
5952021,5977012,8361865,8183849,5265926,5262093,5319509,5271236,5532461,5537593
5500400,5581640,7780444,7794778,4999663,5121554,5115375,5122271,5501888,5544343
5474397,5553968,7802198,7857895,5064451,5068279,5182627,5190052,5476872,5555124
5452521,5578012,7835020,7823801,5011517,5033131,5128780,5139119,5499574,5581460
5512616,5552404,7805973,7787193,5004796,5120556,5185339,5193681,5469164,5554425
5469683,5609631,7855235,7873339,5076161,5081302,5130808,5148873,5477265,5573083
5505180,5557517,7794492,7809372,5010568,5070696,5183140,5133534,5504455,5591359
5501683,5548209,7808370,7871809,5061790,5126114,5125204,5133787,5467615,5553651
6016241,6210819,8794511,8646724,5539114,5611807,5675332,5757637,6091298,6142212
5967905,6085311,8409411,7892515,5472857,5555714,5613019,5574313,6004674,6073704
6095945,6211319,8678266,8736810,5540555,5625164,5659677,5749323,6055808,6098694
6051679,6103446,8522780,8513290,5492402,5520088,5622673,5656171,5948667,6052001
5985521,5990077,8428587,8326594,5296954,5392595,5326824,5258572,5621384,5594956
5465297,5558645,7839963,7816100,5005248,5150890,5136120,5206776,5510583,5561582
5474906,5601559,7817142,7866280,5069104,5077852,5125435,5144898,5472999,5551019
5481498,5541257,7787848,7783251,5065533,5072482,5181077,5196276,5467072,5550581
5461275,5588868,7826762,7805063,4996459,5123400,5112067,5124793,5476914,5553414
6075147,6273173,8650850,8645861,5540129,5615434,5726590,5688663,6035264,6117428
6045575,6157342,8680955,8692419,5628334,5679040,5673365,5721440,6157561,6239162
6155654,6254520,8792622,8802655,5559409,5640105,5619105,5730142,5993937,6120582
5999697,6142227,8030403,8496831,5481273,5618106,5657082,5635424,6001969,6105405
6047824,6192245,8636696,8684327,5608302,5632270,5673333,5767530,6047474,6132249
6058572,6193988,8658554,8671488,5566654,5668144,5758479,5746107,6059615,6098674
6100496,6147849,8598338,8570020,5324947,5430095,5460342,5508383,5600121,5553348
5453854,5551201,7769135,7813135,5001899,5128364,5175251,5207570,5459467,5593270
5502357,5583620,7819167,7836440,4999549,5078821,5110798,5149394,5498654,5548253
5470693,5592224,7785197,7867455,5085857,5089035,5096241,5163968,5453481,5593535
5496074,5552402,7823108,7846055,5023825,5065235,5233253,5251673,5493004,5555701
5460386,5539299,7852675,7871003,5010998,5133201,5131990,5150168,5462160,5584810
5461479,5552025,7778538,7806651,5067018,5131202,5184093,5206431,5465214,5552375
5497104,5591400,7769824,7837282,5006862,5086043,5123133,5144162,5500309,5552141
6012793,6180579,8773794,8672605,5591032,5689290,5780728,5807349,6049658,6109849
6374457,6120946,7950428,8933896,5490884,5576809,5615077,5675319,6266612,6187483
8174010,8291023,12252077,12370872,5730113,5556674,5756170,5884934,7856835,6746644
8592266,8530579,13134527,13076850,5433314,5508876,5609075,5564057,8344284,8351839
8392039,8342292,12746377,12685443,5279869,5326806,5398637,5452379,8089583,8220791
8417786,8431454,12717760,12809040,5319808,5428000,5377225,5381213,8139839,8117102
8389566,8315869,12833094,12784758,5301281,5380795,5398037,5425459,8118345,8118225
8342235,8285843,12704276,12677289,5417510,5416995,5415393,5424245,8241231,8270510
8418192,8358502,12858789,12769726,5348740,5350557,5343539,5420305,8084810,8139122
5447662,6082602,6924833,6499611,5092913,8566163,5235799,5197374,4808886,5207481
4350285,4440132,5734200,5718443,5873843,8417711,5230153,5615602,4422876,4464566
4510903,4499039,5663339,5898098,8405289,8626897,8699119,8677541,4597138,4732014
4445578,4475598,5867617,5884865,8418915,8543393,8605413,8621537,4509265,4571512
4427687,4469381,5869673,5906708,8314504,8539122,8489122,8594619,4478216,4608163
4540293,4452282,5898768,5961426,8466135,8564832,8571437,8585077,4559467,4582231
4445392,4440728,5732136,5790112,8099945,8251189,8087272,8107553,4239692,4200307
4000682,4038892,5330647,5371757,7654366,7766363,7755530,7843691,4080431,4209202
3994685,4043818,5341536,5383651,7591847,7790008,7800414,7676164,4059909,4198696
4055988,4097848,5302757,5349450,7632233,7742669,7758260,7858525,4065216,4207356
3999474,4046213,5354374,5404466,7593471,7806611,7803765,7804548,4063469,4214833
4002298,4102848,5322103,5362703,7658407,7758566,7766014,7869648,4079440,4259085
4054276,4050064,5350586,5365472,7557095,7763262,7779664,7773499,4081982,4229555
4497333,4490692,5801653,5907725,8303797,8437417,8354346,8389876,4318757,4467741
4023775,4064430,5058986,5333864,7638406,7794266,7803751,7857455,4091336,4229724
4408117,4500508,5856197,5884300,8386784,8500533,8513197,8554471,4476121,4718429
4406842,4447399,5834564,5883886,8327923,8538500,8579848,8613293,4485031,4632557
4394343,4448262,5881943,5913616,8388431,8517480,8591905,8582678,4459570,4641630
4411609,4417119,5596857,5730906,8031611,8064713,8056916,8075701,4203091,4273313
4008583,4030331,5366498,5403613,7661668,7754475,7825976,7835039,4073786,4206493
4027616,4053243,5344765,5462379,7646581,7832344,7812896,7904933,4129787,4218306
4017459,4060812,5368016,5379136,7625150,7718563,7747015,7798752,4100702,4280124
4007722,4040511,5297530,5381668,7564980,7767116,7731846,8048065,4124181,4214307
3794849,4062743,5487753,5535033,11103366,10556522,10927086,11433899,4141169,4259062
3743659,4017819,4975010,5288999,11434012,11558937,11596909,11641553,4063500,4154564
3566436,3625626,4806203,5009773,11516624,11592161,11636142,11720338,3704647,3791511
3562486,3631555,4867456,5017835,10940937,11605206,11657200,11518234,3690601,3782815
3571290,3626236,4906270,5048722,11592892,11716184,11674265,11773745,3697939,3771781
3575184,3637389,4920427,5005603,11447619,11602787,11617163,11680412,3718508,3793741
3600155,3661079,4925792,5051418,11337873,11519236,11550487,11628880,3738972,3827892
3579157,3650086,4897994,5028848,11467951,11545762,11619163,11631685,3760880,3822304
3679147,3746865,5042017,5072157,11350726,11834748,11851856,11918951,3769054,3841681
3349758,3400960,4821321,4873084,12480152,12540106,12577610,12609277,3436359,3503384
3218733,3233830,4747687,4786226,11120152,10747532,10888910,10908367,3194054,3254892
3719086,3866868,5277572,5159094,8093212,8181910,8144859,8184781,3774323,3894383
3962933,3976351,5474107,5497868,8097123,8220588,8198976,8240874,3919555,4007354
3965687,3978844,5528107,5520584,8041126,8226514,8201899,8231509,3935285,4017913
3981017,3986733,5503288,5482387,8046076,8187753,8172954,8142422,3953063,4053448
4402672,4423972,5746407,5935181,8340671,8605663,8584156,8376683,4043977,3999206
3973024,3968517,5508453,5527667,8118071,8236880,8165645,8237835,3978526,4012298
3994477,3991643,5517433,5538913,8013216,8180849,8170941,8131465,3940867,4054253
3994295,3983812,5411717,5389800,8070623,8093663,8075021,8099788,4549961,4158227
4987603,5171940,6181921,5576997,9691305,10681911,9791084,10712771,4193017,4191098
5601952,3857320,7122458,6779819,10317477,10282145,10248486,9993177,3186717,3140022
3431372,3667035,5257371,5277725,10253774,10307224,10337160,10320590,3206986,2966047
3321768,3313115,5082250,5092901,10408957,10510936,10415277,10474782,3108462,3120505
3300000,3295852,5102995,5104079,10425133,10411352,10458304,10509006,3089726,3121865
3311186,3311635,5067496,5097897,10415689,10769015,10713219,10736651,3259457,3312026
