0.295217,0.861312,0.343721
0.907788,0.914291,0.913142
0.910132,0.911107,0.910944
0.949737,0.944516,0.947561
0.958014,0.952604,0.952997
0.948767,0.943982,0.950222
0.915352,0.921448,0.91689
0.918959,0.916408,0.915612
0.912905,0.921292,0.914719
0.930227,0.907631,0.925132
0.911705,0.917893,0.919488
0.915562,0.920726,0.914253
0.927437,0.920803,0.917918
0.91786,0.917166,0.917116
0.916014,0.915744,0.913335
0.815153,0.790779,0.780247
0.907274,0.906032,0.905251
0.962982,0.964294,0.962253
0.962888,0.95903,0.964114
0.962673,0.964556,0.961403
0.966476,0.95843,0.960347
0.956892,0.930676,0.954712
0.96424,0.964228,0.960268
0.963004,0.964412,0.96556
0.964151,0.96598,0.962847
0.966827,0.963741,0.96003
0.963742,0.966768,0.96313
0.963839,0.963294,0.963614
0.965768,0.963932,0.96344
0.965791,0.961928,0.963161
0.959696,0.964838,0.959499
0.963579,0.964279,0.9642
0.958944,0.964675,0.960756
0.96499,0.948889,0.962364
0.959701,0.963214,0.965513
0.966965,0.963406,0.963521
0.96355,0.961367,0.965271
0.960603,0.96518,0.963145
0.966703,0.964375,0.963122
0.963471,0.961095,0.963779
0.964867,0.965614,0.967298
0.967117,0.963384,0.963278
0.963021,0.962715,0.96318
0.96354,0.962602,0.965253
0.963986,0.962329,0.958918
0.958653,0.917704,0.963754
0.962964,0.961481,0.965453
0.965738,0.964571,0.960335
0.963364,0.966642,0.962907
0.964411,0.963967,0.959752
0.964315,0.964379,0.965167
0.964719,0.966585,0.963425
0.967197,0.964138,0.959614
0.96495,0.964516,0.966218
0.965454,0.966438,0.961068
0.833628,0.872091,0.861735
0.44884,0.470953,0.473192
0.459823,0.465665,0.463222
0.453311,0.471154,0.476656
0.463177,0.462615,0.461612
0.461523,0.462301,0.464652
0.465734,0.46388,0.464457
0.465449,0.467132,0.463865
0.463766,0.464174,0.467508
0.460703,0.463507,0.461833
0.503249,0.500088,0.499764
0.513903,0.514401,0.517122
0.51669,0.517403,0.517282
0.520738,0.519826,0.519434
0.517665,0.517261,0.51927
0.511314,0.519099,0.517144
0.517945,0.518373,0.512618
0.516697,0.516955,0.512504
0.518235,0.517785,0.511746
0.515878,0.516729,0.522407
0.522517,0.519169,0.519594
0.517741,0.522489,0.518429
0.516631,0.517064,0.520614
0.517459,0.516042,0.512361
0.511722,0.513871,0.516728
0.517646,0.513146,0.519983
0.518811,0.52103,0.51719
0.51512,0.515647,0.515475
0.511882,0.519539,0.521288
0.518339,0.521794,0.516916
0.51768,0.517844,0.520267
0.51968,0.517626,0.515812
0.516275,0.516268,0.519449
0.516867,0.514494,0.515697
0.51562,0.516848,0.519568
0.5153,0.519853,0.517366
0.518824,0.516796,0.516937
0.511069,0.507222,0.5036
0.463902,0.4641,0.465906
0.470374,0.46184,0.453892
0.467451,0.472832,0.467001
0.462257,0.461673,0.463971
0.464944,0.461848,0.462285
0.462922,0.462539,0.463599
0.465802,0.463471,0.463683
0.46208,0.466344,0.461942
0.460626,0.460832,0.463451
