11276715,7761847,12065372,14060580,4621679,2245748,2439331,293916835
5440061,5356639,5658570,5524783,9218106,9491091,9473730,9570166
5570599,5626433,5667063,5615142,7849274,8111698,8121969,8166173
5536052,5571533,5680425,5676697,7849412,8139500,8160562,8137781
5593056,5623571,5631308,5682288,7894688,8107048,8124142,8204278
5584661,5660463,5721518,5666161,7878743,8222987,8164087,8151403
5672318,5705847,5703687,5768206,7857830,8130862,8125474,8225465
5594918,5577611,5700810,5637532,7838548,8146944,8140825,8200562
5538528,5641316,5704520,5655181,7918642,8100838,8107975,8154584
5592733,5595280,5633897,5696675,7827939,8143335,8139730,8186669
5531433,5603179,5701733,5701147,7837564,8154830,8142612,8171517
5573581,5635082,5677104,5664334,7838835,8109125,8099090,8167855
5576566,5391148,5624728,5644861,7879747,8160168,8122740,8154223
5525834,5644477,5670153,5696347,7872049,8100651,8092429,8147920
5593711,5593234,5685336,5715260,7826346,8146207,8149816,8187568
5633269,5714256,5712360,5734216,8115613,8391563,8344549,8436922
5754737,5640973,5638848,5702722,7828385,8136853,8144532,8139800
5602154,5585478,5697354,5695159,7877299,8104425,8106850,8339129
5716665,5833864,5879404,5808115,8106420,8933733,9832367,8273516
5585297,5570815,5621977,5626166,7831344,8100712,8146486,8241134
5547063,5673085,5700500,5720294,7863255,8166738,8097955,8177690
5553650,5534707,5537709,5454642,7478328,7662974,7515296,7575945
5188647,5146964,5211014,5290921,7155518,7556575,7507254,7596627
5132235,5167419,5168775,5148029,7297716,7515527,7528997,7589636
5240722,5290418,5278111,5369775,7292809,7596979,7528650,7573713
5144044,5234159,5243779,5318099,7308142,7522870,7553452,7570069
5177585,5176040,5222726,5241494,7304192,7544842,7508741,7603222
5119712,5222971,5269534,5298690,7258202,7498967,7549046,7561700
5407766,5442714,5543265,5617819,7885421,8223604,8085260,8189131
5545829,5628442,5692274,5703060,7836808,8120047,8141146,8190286
5601547,5591017,5706185,5637157,7883370,8140422,8110211,8154454
5546422,5631798,5648739,5715639,7896090,8086214,8096228,8207528
5599223,5575833,5697120,5634961,7834142,8139006,8162644,8159097
5749653,5748041,5774571,5855547,8496984,9297794,9526066,9581369
6242632,6220538,6340496,6012027,11764553,12052535,12184498,12269220
5715738,5720763,5905987,5919890,12086246,12280410,12375220,12520344
5892232,6016257,5909422,5944796,12302629,12580118,12668741,12361557
5807621,5772996,5809918,5828429,11945494,12129012,12249533,12325039
5721554,5810366,5771708,5828478,11922063,12177781,12232585,12344995
5760143,5770459,5758107,5749477,11928638,12103011,12198955,12268364
5697906,5860218,5741036,5817734,11913219,12129486,12248973,12406711
5681943,5795185,5814410,5799251,11856242,12058390,12172429,12263542
5742871,5736725,5795975,5758283,11920952,12144273,12195621,12372362
