656,160,246,85,663,141,598,221,124,167,69,58,80,94,266575,222898
1.84467e+19,0,0,1.84467e+19,1.84467e+19,0,1.84467e+19,0,1.84467e+19,0,0,1.84467e+19,0,1.84467e+19,1.84467e+19,0
