261567,13903,927,347,850,421,3133,187682,47,58,45,97,666,115,175,304,1431,455,802,652,1058,434,556,205,24380,102
1.84467e+19,0,1.84467e+19,0,1.84467e+19,0,1.84467e+19,0,1.84467e+19,0,0,1.84467e+19,1.84467e+19,0,1.84467e+19,0,1.84467e+19,0,1.84467e+19,0,1.84467e+19,0,1.84467e+19,0,1.84467e+19,0
