2938567,2595185
3043702,3180724
2700976,2797878
2744836,3089354
3163810,3778649
3837964,3271278
3661980,2529481
3189091,2564157
2987686,2512400
2645823,2439153
3352182,2915048
3475621,3450564
3277549,3254238
4065569,3306938
3952933,3370609
3351515,3339279
3828623,3944379
4284376,3404937
4507075,3245375
5923563,3048058
4884304,1773747
3948847,3837201
4577077,5795690
4439359,5539567
4508266,5480710
4813098,5592247
5048670,5535142
5725445,5666844
5540078,5694714
4481351,5828373
5557089,5641762
5805188,5720059
5384270,5783612
5938117,5792578
4450988,5799381
4698808,5843916
4413904,5790100
4281202,5671899
4318180,5617585
3995114,5828660
4435889,5810306
3986024,5823746
3815028,5886039
5309724,5767685
4189294,5679656
4705932,5676900
4454909,5810965
4461519,5834779
5574462,5811938
4102567,5819091
3696630,5818688
3779760,5776564
4636671,5574270
4290984,1995921
4035316,15995
3845217,30082
5473370,28524
5805620,24834
4569834,27652
5913663,31110
5415908,31540
4226573,26865
4501797,31049
5507208,28760
5587066,34047
4445078,23578
4633156,28619
5092996,26797
5062140,26073
4540579,23445
4787254,25277
4777749,23191
4316683,28217
6023136,26035
5933558,29964
4677054,26980
5357488,30920
5282126,23194
5320096,30092
5425254,24360
5568252,30845
6670607,25474
6605189,29154
6560453,23333
6199974,28580
4876319,23855
5058648,27327
5702088,25436
4921736,30025
5587274,29578
5248466,28185
5443439,27351
5925262,32050
6120473,26136
5742916,27044
4922250,23926
5162102,25234
5016955,23824
5187471,26927
4412491,25146
3929721,26939
3673305,26113
3780755,27139
4534086,25212
4376044,25974
4267803,64326
4364193,28317
4980626,23642
5451246,25510
5227933,26493
5132487,23382
5505124,25068
4408175,23272
5065423,21965
4756060,31326
5188927,27068
6368260,30101
5350311,26464
5489870,30619
6330023,27328
4471722,24246
6923014,24466
5739664,27506
6112434,24957
4923866,26887
4692223,24258
4711533,28004
5200429,24513
5394313,26958
5606669,25756
5644654,26500
5687925,23768
5853422,26009
5539024,23249
5010422,24960
5093576,20983
5551743,24734
5695220,22423
6452094,26487
6328250,23047
5203684,24342
5980435,22884
5749844,27092
6274246,25927
7719899,31513
5512417,27283
6071831,25122
6352037,23218
6171924,26190
6472817,24050
5629631,28285
5659748,23661
6800278,29503
6480711,26486
6204329,27118
6228505,26786
6372993,25688
5774643,24484
6102950,27586
6625978,26075
5858375,25428
5867507,23266
6168480,24536
6297566,21885
6124866,24077
5527689,21102
5643383,24387
5847295,26661
6395925,27937
5695223,26628
6009859,27253
5085998,31428
5935065,22036
5517422,28526
5493564,27042
4990328,23416
5010252,28387
5139584,24192
5252228,26843
4883589,25575
5383361,25505
4955486,20999
5244743,27941
4906718,26090
4900584,25634
4932661,22694
4862239,25798
4800249,22915
4962709,25492
4943189,24242
4836145,24950
4906926,22320
4930066,21651
4977839,23400
5416867,26970
5049743,26317
5184803,29821
5418589,25919
6133670,27322
6217154,25207
5791671,28908
6134768,24678
6547542,28402
6110524,25035
5774194,25609
6075733,26251
5832819,27492
5014798,22279
6248229,26632
5810632,28377
5540283,26272
5311901,25295
5945218,27664
5266598,25819
5795189,25919
5418633,23233
5286823,25537
5089231,22050
5876423,24741
5171566,23484
5109098,24347
5002775,23606
4807429,27433
5368855,25534
5222831,25901
5616482,24069
5559278,25276
5012139,23176
5179234,29186
4849402,28286
5837022,28684
5463286,26014
5379277,25445
5760039,23170
5930734,23819
5287777,24477
5749383,25520
4960077,24237
5641394,27404
5129676,25251
5592150,25560
5889959,29208
5306193,30187
4740146,21085
5301094,24762
5189738,23106
4520432,23210
3961403,21144
4704099,26630
4627394,25659
4614060,24860
4644656,23752
3797179,25965
4036970,20800
4510564,26325
4067208,26247
4853295,26688
4806896,25139
4577886,24217
4638265,24302
4931723,23318
4320721,23131
5088623,27017
4826050,23810
5103844,24587
4768864,22525
4971553,23984
4702752,23193
4883012,22400
5332240,22610
4998402,23197
4930798,19701
5730968,26013
5635755,22361
6281532,25615
5552915,23034
5031292,25489
6063459,24588
6643000,27083
5521975,24028
6515745,26314
5597929,27427
5686320,30965
4811378,25423
5308288,26836
6130047,26462
4948874,25386
5815042,24600
5824788,26352
5878819,29776
6554936,27115
5204232,24353
6142103,29037
5813153,24244
6968323,26322
5866986,26474
5927463,25122
5815996,24250
5697313,24727
6060944,27061
6480182,25750
5010533,25937
6094937,28553
5818193,25782
5080857,27800
5939925,22416
4958530,24491
6407230,25923
7517527,28688
7671929,25961
6446962,31641
6619101,31966
6922914,32640
7365549,28911
6382001,31901
6847054,26003
5982376,28249
5473015,28205
6120841,31605
7055084,29217
6884880,33550
7164993,31654
6067996,34108
6053063,31394
7289616,31894
5995149,27614
7088959,33029
6181210,30805
7383562,35424
7315334,33621
6947968,32214
7735059,28998
6615546,33203
7566811,27977
7078311,29936
6456697,29091
6512574,28560
