268,65,243,54,104,25,96,31,140,45,84,182,47,42,270253,219293
0,0,0,0,1.84467e+19,0,1.84467e+19,0,0,1.84467e+19,0,1.84467e+19,0,1.84467e+19,1.84467e+19,0
