134198523,19437448,51671169
13852833,13608946,13805753
14265111,14269761,14234464
14842641,14775088,14759942
14814837,14631032,14446126
14404551,14349515,14357173
13901958,13965025,13886308
13923842,13914685,13861780
13869082,13957278,13849961
14115503,13842430,13970009
13854553,13942106,13897616
13898455,13954336,13872168
14029513,13991793,13937871
13906765,13940173,13887818
13866022,13912047,13835501
11995373,11497820,11071015
12516828,12521946,12497415
13403435,13390248,13378152
13775963,13718334,13761034
13777285,13758159,13734669
13798828,13721927,13726821
13644479,13385827,13632024
13775524,13746029,13715681
13775706,13788277,13763393
13793803,13785979,13762200
13807361,13776759,13714235
13795846,13805412,13754471
13790670,13777649,13748447
13787675,13771001,13763231
13801621,13742261,13766712
13769962,13783686,13736337
13783417,13782964,13750729
13724497,13771284,13728291
13780934,13570802,13734094
13739996,13772524,13776468
13814490,13779271,13774468
13668432,13501568,13388994
13358627,13385601,13374170
13413933,13393603,13378856
13397809,13357470,13384675
13386898,13383138,13371341
13399960,13373268,13362450
13390825,13363594,13378022
13387210,13382392,13370697
13403714,13395329,13339010
13305200,12901171,13375795
13398958,13369858,13389296
13368097,13364133,13316719
13398494,13401203,13372899
13409134,13397883,13344521
13407709,13411202,13390708
13413332,13409543,13390990
13421646,13401578,13338750
13403231,13390698,13388355
13389256,13364433,13319271
10901838,11794023,11604096
4895374,5037180,5045155
4957385,5012622,4979870
5049870,5234225,5246891
5029995,5037184,5015122
4977107,4993800,4999138
4989880,4972046,4967333
4989816,5004707,4965309
4966270,4979337,4986677
4963853,4990070,4968825
5827654,5720599,5707594
5966515,5985912,5979015
5966197,5972233,5970179
5985608,5995147,5978192
5957367,5967983,5957440
5916318,5996513,5979015
5995286,6017061,5967147
5980763,5995071,5964839
5998756,5998494,5954517
5956543,5973789,5998168
5993373,5980847,5972256
5959067,5999866,5947656
5960208,5971862,5978480
5992376,5996366,5950234
5936492,6002990,6059000
6166641,6130351,6167869
6176595,6205235,6154463
6147877,6139234,6129944
6133101,6182919,6182187
6155831,6198703,6136076
6150611,6158390,6165348
6160774,6150889,6127645
6149084,6161645,6157650
6131798,6132064,6126664
6140567,6164944,6156871
6131892,6170278,6138865
6140900,6141389,6130944
6102031,5972550,5796880
5151581,5144369,5135760
5189604,5218714,5111249
5174589,5451476,5173559
5136133,5141941,5140879
5158287,5142493,5130970
5142448,5143278,5137550
5152215,5137833,5125672
5120026,5158869,5111504
5094307,5103022,5112339
5136664,5140571,5108935
5129462,5155610,5096598
5108994,5115524,5132285
5121677,5123055,5099586
5164627,5089731,5317016
5176315,5279039,5360462
5263774,5170030,5349601
5155511,5164456,5430746
5262545,5174792,5357294
5138685,5149977,5409414
5214145,5133874,5308515
5144299,5158851,5416985
5133735,5253903,5324575
5217037,5479777,5339350
5234453,4984696,5313638
4989366,5004460,5283682
5078176,5007113,5180275
5001353,5014278,5277408
5020497,5130502,5196415
5107007,5014081,5195729
4935939,4959388,5125545
5428635,5094894,5159637
4909176,5214143,5178474
4972893,5086021,5152480
5107110,5023608,5192793
4994219,5022680,5285564
5563190,5998108,5880711
6267648,6155141,6480072
6104830,6119119,6524374
6270221,6197767,6994640
6283556,6268383,6375833
6138542,6252995,6465143
6138848,6233820,6430441
6170431,6170644,6564624
6195779,6111767,6396486
6171858,6267912,6481969
6313754,6259774,6455963
6048510,6025799,6403025
6085826,6057203,6394929
6085290,6102638,6362132
6243452,6254028,6570126
6054925,6074587,6378454
6070893,6093026,6390333
6496181,6773359,6503811
6018175,6116786,6358970
6074249,6087793,6378098
6078655,6125916,6339760
6046426,6066627,6380731
6365181,6094339,6418185
5975909,6315812,6592401
6045093,6050551,6355096
6014564,6050506,6319702
5977952,6033051,6360290
6077308,6048430,6376288
6657229,6098400,6784419
5551517,5767256,5396867
5202462,4963932,5279257
12524437,12340542,19274415
20626468,20647477,21356256
20318560,20605515,21705775
20487256,20252658,21241450
20221561,20462474,21158663
20627311,20425791,21725742
20105231,20416219,21278960
20361833,20254136,21731345
21355743,21099791,21951147
20759964,21097215,22223041
20143149,20105007,21089182
20682397,20788122,21828779
20938267,21503561,22686100
21786040,22130090,22668928
21767943,21845209,22857414
21486255,21535845,22559582
21525161,21490891,22642357
23058884,23243302,23910234
23710694,23603877,23471354
23027394,23459399,23649598
23050110,23157363,23210261
23148477,23190005,23294477
23092669,23189857,23249477
23055883,23179992,23233760
23070689,23282602,23233005
22125961,22052315,22945323
20684399,20674273,21773232
20724322,20730772,21728535
20738570,20658353,21785196
20722263,20762969,21811645
20803170,20817874,21807555
20379580,20501469,21768217
15101215,15065580,15307085
4911637,5003977,4971604
4964537,4947350,4981765
4986203,4969382,5034911
4939172,4968026,4987842
4965868,4991571,5004680
4990762,5007048,5165607
6159250,6250972,6273853
6283687,6301672,6280732
6243605,6233800,6256625
6278766,6298046,6268073
6295878,6316475,6418320
6399911,6300024,6263687
6257243,6286391,6276920
6245510,6268650,6265528
6309813,6323161,6337452
6271683,6294200,6300610
6290193,6270883,6276500
6269846,6300526,6289674
6272905,6291738,6298684
6250290,6262160,6279930
6266478,6279416,6282278
6420605,6421119,6263351
6413930,6439933,6255753
6330139,6395829,6501427
6467467,6350710,6385834
6275270,6296703,6398386
6323219,6434142,6345206
6357482,6475614,6375481
6352150,6267942,6468764
6340812,6428460,6290010
6258593,6273894,6312585
6255354,6259289,6275889
6238043,6282671,6272142
6232371,6276339,6252925
6275602,6284540,6291990
6357054,6353540,6349860
6446170,6468858,6392962
6465050,6488177,6477268
6443384,6460360,6481017
6434494,6444205,6451859
6449161,6587164,6642178
6549253,6632556,6560089
6536024,6557364,6654252
6490334,6510791,6605139
6523068,6643693,6545346
6525318,6524270,6614930
6573518,6606882,6525759
6611625,6493616,6544328
6486671,6493043,6445937
6499179,6449975,6529348
6432472,6447934,6444279
6407767,6401970,6425889
6454668,6467133,6466266
6432385,6436582,6445104
6211738,6263527,6091871
5103789,5124630,5175174
5108811,5100827,5136647
5118777,5136664,5173770
5153699,5076085,5178171
6038072,5917060,5923656
6442643,6448709,6461536
6451186,6452759,6474906
6647890,6444953,6461230
6445161,6463368,6454395
6392178,6400961,6410426
6451943,6442353,6452130
6465432,6484629,6469280
6469370,6466674,6539564
6474358,6776012,6611909
6533043,6535487,6639915
6523839,6518300,6634060
6528717,6597256,6573071
6363891,6499921,6452623
6356079,6359199,6383869
6336109,6439253,6359101
6523418,6450541,6439428
6369635,6389926,6328745
6215530,6246054,6262488
6593806,6597337,6609465
6407201,6439961,6429209
6245352,6257745,6262856
6213843,6250582,6242411
6246711,6260045,6284607
6199709,6188077,6259240
6261352,6266261,6273017
18025056,13987480,16834023
25929772,26101031,26095611
25704496,25728617,25678690
26059604,26047927,26028846
25946712,25865760,25853155
25763618,25779011,25726973
26739026,26677461,26658656
25938738,25980751,25932026
26040525,26014766,26017542
25716631,25768349,25771791
26067516,25826299,26051317
26372236,26281053,26377014
25645739,25746100,25721498
26181239,26128213,26224667
25522295,25024669,25636904
24530032,22773166,24589933
26292443,26250472,26288286
25637066,25675900,25686806
25935343,26027546,26006913
26153825,26146443,26211492
25683510,25749097,25788265
26248658,26234871,26258081
25691071,25765980,25780327
26090294,25785957,26276653
26188513,26177327,26217163
25696563,25746157,25782813
25900438,25903916,25989979
25733847,25764546,25825130
24848116,24447851,24180298
9897235,9913264,9913254
9797573,9762040,9804813
10035296,10004303,10005012
9825874,9817368,9855320
8611251,8626636,8442367
6944576,6900577,6905649
6928400,6884843,6913308
7076322,7114899,7040791
7092753,7096922,7022697
6995253,6947245,6966411
7098712,7084253,7156037
6983221,7044370,6997782
7076699,7080478,7084187
6894128,6859421,6856651
6900646,6913443,6964535
7053608,7113727,7060573
6905492,6871375,6926117
7147838,7045356,7152302
6991266,6887504,6999841
7088246,6897110,7067721
7212456,7147199,7235504
6917341,6828092,6928250
7122826,7043900,7136261
6866595,6886680,6879364
6866799,6894923,6926230
6952347,6983694,6874499
6982652,6992722,7052672
