24364578,16909458,19537328,5845221,1190040,1527277,896766,1953601,19266151,24508981,18521360,295726046
8676032,8564579,8579672,8800129,5298038,5462998,5367159,5257334,8457479,8422283,8388081,8432731
8754348,8657026,8541654,8636160,5304297,5522701,5457712,5337086,8569353,8182385,8132958,8386125
6508862,6461041,6566737,6411193,5758097,5789472,5889140,5867409,7197471,6380533,6150374,6920608
6256335,6309694,6360597,6399497,5706136,5731913,5893616,5812119,6206778,6214321,6097298,6076726
6176213,6167642,6241358,6220081,5477359,5412445,5530098,5389952,5704934,5690255,5561237,5476285
5570235,5569988,5639930,5665957,5070776,5093852,5263477,5155716,5516378,5602865,5462813,5435564
5533367,5618085,5653234,5713467,5075710,5094150,5187591,5152802,5479919,5571116,5515730,5477250
5571195,5578582,5724617,5675616,5066749,5078455,5181231,5138785,5517634,5577120,5466967,5438237
6014600,6073315,6137643,6247757,5478321,5419722,5488375,5251241,5707024,5699412,5571588,5510978
5528032,5622902,5635868,5720470,5055223,5079092,5174776,5142833,5478810,5657087,5470191,5447313
5567845,5568234,5639790,5670335,5050671,5077751,5229120,5146777,5517190,5572249,5469712,5472827
5519320,5607063,5683610,5676180,5057865,5049325,5222244,5142202,5468415,5583838,5511993,5436876
5577640,5585566,5658445,5739898,5098606,5105530,5207527,5188637,5536492,5570130,5479032,5495204
5518060,5669411,5762067,5927897,4884298,4967017,5146324,5129334,6378843,5674368,5565164,6465326
7186172,7672226,7550707,7537754,4784644,4910888,5327577,4816412,7542211,7169643,7302684,7409730
7817151,7878273,7861844,7885248,4961581,5222778,5252383,5112614,8171902,8256245,8285530,8353012
8730030,8667288,8587270,8587548,5341562,5564255,5473561,5316757,8713392,8720019,8718388,8740146
8761455,8683469,8586474,8582781,5343847,5564850,5481948,5334386,8485552,8389219,8349876,8388054
8687125,8641244,8553422,8504656,5358330,5575336,5622700,5323527,8449175,8319614,8305816,8301142
8893683,8848389,8755617,8746172,5543270,5767526,5637187,5542361,8876182,8835630,8792434,8831740
8813219,8764591,8586507,8540615,5341526,5557027,5506177,5325470,8478643,8341701,8316491,8351429
9006693,8941643,8603807,8566283,5330796,5552927,5464639,5332934,8464057,8350390,8352186,8342455
6704404,7059988,6948256,6630965,5315217,5371586,5527504,5408407,7160707,6706057,6537854,6960017
6385040,6389622,6472558,6373590,5381654,5288222,5729450,5605375,6158673,6252534,6101886,6065212
