1127,360,904,402,762,339,241,110,26,21,22,27,25,18,43,36,757,397,690,710,1146,459,258591,231278
1.84467e+19,0,0,1.84467e+19,0,1.84467e+19,1.84467e+19,0,0,0,1.84467e+19,0,1.84467e+19,0,1.84467e+19,0,0,1.84467e+19,0,1.84467e+19,0,1.84467e+19,0,1.84467e+19
