0.391664,0.410253,0.369892,0.409687,0.312553,0.369035,0.320723,0.482364,0.358815,0.374202,0.396245,0.389429,0.341872,0.363122,0.351514
0.397839,0.366665,0.336221,0.420436,0.319165,0.401734,0.368594,0.501952,0.381242,0.451749,0.424548,0.391363,0.349208,0.348559,0.348205
0.407647,0.388771,0.414626,0.370778,0.409766,0.375899,0.313723,0.614212,0.396945,0.394076,0.3636,0.394724,0.368829,0.401985,0.391916
0.419133,0.376377,0.35574,0.389833,0.489932,0.440845,0.490792,0.570021,0.41385,0.326239,0.427895,0.457875,0.445716,0.362011,0.420663
0.422961,0.347669,0.309683,0.417714,0.414827,0.435897,0.415769,0.646417,0.339605,0.345184,0.359177,0.320564,0.419962,0.351724,0.418579
0.37851,0.371461,0.386514,0.402897,0.444277,0.357349,0.393679,0.606772,0.363882,0.364679,0.413708,0.439362,0.543309,0.515396,0.456675
0.428175,0.394181,0.446603,0.43735,0.450167,0.408964,0.467445,0.656236,0.458674,0.336309,0.304962,0.324712,0.448371,0.493765,0.51963
0.355563,0.338653,0.334101,0.321528,0.398941,0.386299,0.354731,0.667708,0.358344,0.369137,0.332584,0.352739,0.436588,0.502668,0.478697
0.360953,0.391411,0.342707,0.345388,0.441611,0.512776,0.446975,0.646269,0.325728,0.360421,0.347169,0.34007,0.360867,0.441689,0.550063
0.353428,0.337069,0.315848,0.349546,0.453743,0.448893,0.539439,0.803823,0.348411,0.349631,0.363238,0.368327,0.39206,0.475498,0.411904
0.30963,0.323056,0.307765,0.318587,0.441923,0.485353,0.448484,0.687722,0.32538,0.333066,0.326642,0.293828,0.374923,0.539543,0.490255
0.31353,0.32051,0.315553,0.31017,0.460642,0.450121,0.423044,0.62584,0.314853,0.332703,0.323098,0.327841,0.439681,0.450603,0.524446
0.320103,0.334146,0.328578,0.321479,0.432358,0.480858,0.427061,0.524156,0.313296,0.330894,0.318214,0.34015,0.408415,0.356823,0.496055
0.328753,0.334951,0.371756,0.322124,0.46744,0.457057,0.407709,0.84341,0.368983,0.316577,0.282172,0.390723,0.527572,0.376631,0.424426
0.297709,0.381245,0.344635,0.37655,0.527743,0.649525,0.699603,0.824036,0.323667,0.364777,0.364957,0.358055,0.597331,0.423187,0.627745
0.400655,0.340224,0.353572,0.336466,0.420988,0.445215,0.436248,0.597787,0.370223,0.354812,0.384506,0.382372,0.477653,0.405346,0.426802
0.388891,0.339573,0.287556,0.321801,0.438986,0.415199,0.415233,0.477234,0.351364,0.408207,0.428764,0.445293,0.415597,0.333288,0.422974
0.328225,0.353131,0.331632,0.374299,0.596738,0.640563,0.55152,1.09858,0.315414,0.345501,0.33853,0.406074,0.732871,0.56119,0.598546
0.361284,0.396844,0.383326,0.468586,0.55382,0.498746,0.329885,0.429059,0.42974,0.465925,0.426517,0.434621,0.565966,0.591088,0.456124
0.391377,0.411266,0.621948,0.57562,0.464084,0.473215,0.475021,0.682238,0.341595,0.409454,0.512258,0.406803,0.558559,0.545441,0.418183
0.620923,0.607528,0.515751,0.527348,0.414219,0.454131,0.321467,0.454643,0.612825,0.552015,0.618371,0.549382,0.42279,0.324481,0.372737
0.4623,0.473971,0.538973,0.516068,0.334921,0.326821,0.274242,0.372427,0.516522,0.532292,0.542051,0.514952,0.296726,0.328756,0.279494
0.401423,0.487051,0.589356,0.520169,0.290067,0.328882,0.293813,0.428915,0.479168,0.492938,0.584697,0.505579,0.317608,0.358143,0.329556
0.427021,0.418689,0.417782,0.478167,0.375562,0.391874,0.487014,0.422663,0.375004,0.437233,0.465941,0.422312,0.466477,0.355791,0.434117
0.280788,0.289618,0.285907,0.329069,0.628263,0.522393,0.36148,0.676367,0.270954,0.307615,0.316392,0.279581,0.355849,0.332726,0.465713
0.479061,0.42312,0.44823,0.507772,0.39577,0.369742,0.307113,0.440521,0.44691,0.399473,0.469962,0.382239,0.294165,0.308933,0.335153
0.368823,0.464331,0.409309,0.535127,0.43912,0.386967,0.44749,0.505933,0.52292,0.479194,0.463779,0.546125,0.350229,0.431671,0.471973
0.464763,0.431992,0.414334,0.359026,0.338508,0.356644,0.324491,0.503426,0.417408,0.409203,0.336966,0.339709,0.405221,0.345751,0.361309
0.433974,0.377834,0.383787,0.38726,0.393532,0.539853,0.520056,0.460757,0.341626,0.420281,0.300931,0.373202,0.534972,0.500487,0.375114
0.454789,0.470218,0.501883,0.508186,0.375106,0.452155,0.430293,0.362995,0.485867,0.438703,0.483386,0.422256,0.40496,0.342739,0.441617
0.568666,0.520799,0.567043,0.543718,0.362297,0.347745,0.355144,0.536678,0.421513,0.407969,0.536264,0.407537,0.461695,0.367331,0.299051
0.473842,0.409186,0.469059,0.543746,0.389167,0.413764,0.387917,0.721939,0.485685,0.554736,0.527428,0.399428,0.482805,0.53515,0.33063
0.27925,0.309265,0.342429,0.378175,0.469742,0.340533,0.420216,0.664579,0.31394,0.293501,0.307484,0.353476,0.323622,0.411834,0.563522
0.250398,0.302593,0.344442,0.415374,0.417309,0.425554,0.36633,0.744748,0.235791,0.358681,0.274896,0.271297,0.408184,0.474167,0.381868
0.449865,0.336067,0.292727,0.345394,0.384078,0.387567,0.384125,0.498874,0.275362,0.362353,0.386689,0.404705,0.387896,0.356448,0.384437
0.397219,0.370971,0.450344,0.404326,0.525843,0.556451,0.496819,0.823298,0.369745,0.47722,0.41648,0.484429,0.50663,0.591827,0.394262
0.384083,0.443163,0.401902,0.3412,0.458801,0.415291,0.382637,0.637502,0.359737,0.41849,0.377789,0.422039,0.411843,0.405149,0.439286
0.26525,0.308463,0.337317,0.387793,0.52312,0.461718,0.450566,0.592695,0.309828,0.32102,0.37882,0.30456,0.48091,0.569055,0.588777
0.359734,0.297594,0.300486,0.29346,0.412917,0.355392,0.401006,0.57805,0.346678,0.283683,0.407106,0.371797,0.446792,0.55019,0.468028
0.37152,0.419429,0.355238,0.314755,0.40024,0.502535,0.368116,0.531073,0.340336,0.339595,0.405775,0.433934,0.535957,0.459553,0.434684
0.428089,0.475368,0.425402,0.377753,0.485053,0.47691,0.406941,0.702864,0.39158,0.400706,0.290743,0.343827,0.464927,0.482962,0.494514
0.324065,0.371888,0.516268,0.386536,0.442074,0.394272,0.480553,0.732465,0.345059,0.295561,0.395001,0.264407,0.453786,0.44727,0.431186
0.440075,0.435978,0.431399,0.483643,0.453045,0.386199,0.54856,0.750968,0.591902,0.562735,0.485718,0.503651,0.443434,0.514224,0.449974
0.518816,0.385796,0.410644,0.463042,0.463598,0.456924,0.468437,0.659236,0.409959,0.378308,0.453451,0.462522,0.357842,0.348326,0.455955
0.472815,0.477119,0.344352,0.525355,0.441677,0.386109,0.393694,0.597742,0.453156,0.576791,0.445762,0.429271,0.403588,0.368822,0.534893
0.419882,0.390188,0.386832,0.387198,0.395747,0.356777,0.45904,0.521721,0.388822,0.378051,0.461322,0.408217,0.408609,0.436948,0.500682
0.424197,0.407618,0.422796,0.389074,0.418478,0.440915,0.437639,0.575414,0.375568,0.363478,0.409199,0.366344,0.426526,0.443983,0.454018
0.375271,0.370588,0.382223,0.391856,0.579201,0.524149,0.521714,0.692145,0.353176,0.368244,0.3726,0.364271,0.500302,0.506576,0.464268
0.387052,0.367367,0.379519,0.39372,0.466409,0.500746,0.440428,0.696408,0.315944,0.340887,0.458488,0.359155,0.460999,0.453452,0.496414
0.394095,0.409464,0.391756,0.388783,0.513995,0.482063,0.432484,0.642954,0.451375,0.458029,0.411772,0.385475,0.442951,0.462393,0.459968
0.353185,0.366177,0.376441,0.388284,0.372797,0.43445,0.460935,0.477864,0.377225,0.407607,0.380834,0.348238,0.407537,0.476175,0.398205
0.402978,0.359029,0.39812,0.445474,0.440541,0.34406,0.359546,0.59154,0.354258,0.444272,0.382436,0.453392,0.334923,0.341526,0.33004
0.349149,0.391003,0.424691,0.440375,0.362114,0.384827,0.348484,0.44459,0.368258,0.376761,0.347309,0.417153,0.318737,0.383932,0.379429
0.355816,0.363792,0.388457,0.344658,0.321206,0.313595,0.311888,0.428078,0.302892,0.369092,0.362852,0.42247,0.329249,0.384913,0.314253
0.318542,0.35865,0.322433,0.346612,0.368141,0.330868,0.335692,0.452439,0.361831,0.365628,0.312644,0.382682,0.31282,0.363174,0.343666
0.471646,0.457486,0.442847,0.496311,0.330117,0.320885,0.342831,0.414917,0.464156,0.509117,0.503918,0.447766,0.280187,0.359747,0.28584
0.464563,0.455306,0.449074,0.502159,0.300709,0.297425,0.315565,0.425445,0.453811,0.540267,0.483277,0.460952,0.332014,0.267319,0.293253
0.464228,0.466322,0.463551,0.492107,0.294139,0.295354,0.284189,0.399047,0.427852,0.478539,0.496667,0.437654,0.31505,0.291486,0.276958
0.478826,0.443829,0.433403,0.491762,0.33481,0.344049,0.337458,0.435483,0.424077,0.4336,0.365778,0.431474,0.330443,0.33659,0.309719
0.37253,0.412626,0.390216,0.412352,0.339332,0.278064,0.275737,0.389766,0.434908,0.383436,0.414296,0.450687,0.287799,0.280482,0.29823
0.444406,0.404659,0.492675,0.600211,0.348124,0.2992,0.303533,0.479649,0.366471,0.391669,0.408312,0.474557,0.277864,0.344098,0.336495
0.44709,0.388218,0.515308,0.353941,0.316265,0.358081,0.358769,0.654028,0.420785,0.386775,0.46408,0.426515,0.342089,0.34264,0.448911
0.29258,0.338314,0.369978,0.359818,0.316909,0.370049,0.373464,0.524897,0.311553,0.379964,0.314467,0.360187,0.347995,0.342866,0.336191
0.347344,0.309007,0.338354,0.307486,0.30249,0.364866,0.342495,0.566728,0.302773,0.331432,0.295219,0.329352,0.371431,0.407723,0.350929
0.321423,0.325992,0.397874,0.317471,0.402036,0.442701,0.399065,0.506517,0.321639,0.336644,0.302793,0.353272,0.388036,0.324976,0.381845
0.496128,0.437815,0.485222,0.412359,0.511963,0.502371,0.470199,0.710627,0.398537,0.391949,0.548988,0.463443,0.472292,0.566721,0.444782
0.673736,0.500387,0.598208,0.475067,0.473176,0.391516,0.43603,0.673818,0.278056,0.536708,0.479699,0.518035,0.383043,0.556842,0.434259
0.563853,0.514998,0.499299,0.479681,0.42751,0.425615,0.412854,0.580214,0.536286,0.553766,0.525851,0.521533,0.431917,0.428746,0.407826
0.430303,0.41907,0.539622,0.4146,0.613705,0.609265,0.602805,0.926451,0.46031,0.468809,0.364698,0.307643,0.616167,0.564555,0.524846
0.37665,0.319802,0.591713,0.37038,0.604974,0.762356,0.763181,0.9724,0.394183,0.458725,0.382303,0.411362,0.662349,0.622523,0.640302
0.474727,0.474204,0.496012,0.50783,0.617734,0.612591,0.629319,1.1779,0.470082,0.454249,0.491663,0.445328,0.499106,0.70675,0.562221
0.504966,0.488618,0.598902,0.50678,0.538979,0.393419,0.48987,0.730675,0.394364,0.548396,0.401886,0.369698,0.570085,0.527055,0.564018
0.666776,0.453484,0.59691,0.49323,0.435303,0.381099,0.46646,0.667564,0.427201,0.427083,0.40179,0.361447,0.543675,0.65916,0.549458
0.625887,0.526339,0.600561,0.399779,0.442856,0.594629,0.384613,0.600945,0.494796,0.482488,0.592227,0.613391,0.578637,0.481277,0.420271
0.614791,0.539302,0.684454,0.572812,0.664405,0.575025,0.608365,0.951004,0.487495,0.616464,0.464848,0.600439,0.662157,0.558119,0.62348
0.470427,0.594017,0.604894,0.578161,0.585967,0.65328,0.695237,0.930187,0.661326,0.460847,0.569001,0.578685,0.556028,0.726758,0.589384
0.395857,0.444295,0.581629,0.475892,0.504947,0.543599,0.751846,0.966888,0.484451,0.591231,0.463001,0.436785,0.651053,0.576039,0.753648
0.438674,0.512756,0.601797,0.434698,0.593256,0.496692,0.461969,0.664496,0.450918,0.637725,0.471137,0.42213,0.634034,0.559491,0.505564
0.466976,0.59596,0.573568,0.450286,0.530697,0.423623,0.458205,0.645551,0.545151,0.431541,0.482212,0.583178,0.588034,0.537369,0.509686
