0.96819,1.02544,0.879408,1.08128,0.900636,0.299535
0.378875,0.375048,0.357984,0.37235,0.495569,0.531326
0.381148,0.386372,0.380421,0.373188,0.438873,0.46385
0.380909,0.391205,0.379542,0.385683,0.441178,0.470223
0.385936,0.38783,0.385899,0.38129,0.44695,0.467159
0.382709,0.391426,0.380987,0.386183,0.447084,0.472795
0.386713,0.385785,0.38932,0.380717,0.446094,0.469891
0.386819,0.391012,0.379351,0.384499,0.445294,0.464789
0.388327,0.391236,0.385208,0.386183,0.44446,0.473036
0.387244,0.390853,0.37931,0.380098,0.446213,0.469431
0.382057,0.385519,0.383778,0.384255,0.445402,0.4696
0.387886,0.389897,0.38417,0.384906,0.447858,0.467448
0.386015,0.390139,0.382485,0.379074,0.441973,0.46955
0.374364,0.389501,0.366578,0.382346,0.44706,0.470792
0.382177,0.386066,0.385485,0.385373,0.441677,0.469993
0.387631,0.390392,0.385255,0.380722,0.446311,0.465071
0.386876,0.390874,0.386399,0.379706,0.447404,0.464694
0.387427,0.386584,0.381209,0.386931,0.446549,0.469616
0.38048,0.394691,0.385696,0.385002,0.443216,0.475294
0.386003,0.39374,0.383949,0.380465,0.447241,0.465818
0.386239,0.385034,0.384042,0.389915,0.44105,0.464314
0.380799,0.391186,0.378663,0.38356,0.451009,0.465168
0.385804,0.384368,0.38345,0.38037,0.441316,0.473488
0.385656,0.390452,0.384198,0.38561,0.443426,0.466586
0.382767,0.391794,0.384345,0.387815,0.444539,0.47361
0.387661,0.38086,0.381543,0.383499,0.448235,0.473367
0.388461,0.391755,0.386128,0.386797,0.444082,0.461442
0.384444,0.392439,0.386349,0.381709,0.449872,0.497406
0.389883,0.378855,0.386355,0.385763,0.594149,0.634302
0.379085,0.377658,0.369982,0.375354,0.619256,0.655174
0.374537,0.379629,0.376145,0.371808,0.622674,0.658539
0.379792,0.374668,0.372865,0.378364,0.630899,0.664382
0.378352,0.379701,0.375931,0.377155,0.621056,0.653703
0.378647,0.374258,0.370567,0.376743,0.622814,0.658095
0.373577,0.37918,0.375853,0.371374,0.62392,0.657838
0.374814,0.376146,0.377705,0.383276,0.610967,0.649671
0.374556,0.380203,0.382409,0.377797,0.633112,0.663842
0.361549,0.375218,0.38188,0.381342,0.616826,0.653564
0.376504,0.377739,0.378289,0.380982,0.605756,0.651663
0.37583,0.37548,0.383027,0.374077,0.624089,0.656736
0.375925,0.376665,0.37841,0.374299,0.625923,0.656586
0.377756,0.378839,0.380217,0.375991,0.626844,0.664515
0.393053,0.393955,0.403871,0.393053,0.74208,0.791151
0.391813,0.395425,0.401992,0.391392,0.55156,0.560733
0.404702,0.413399,0.420029,0.409106,0.550006,0.562833
0.401588,0.415305,0.411892,0.407537,0.545904,0.560252
0.407491,0.41877,0.407134,0.407566,0.546827,0.559442
0.413752,0.418767,0.41188,0.412375,0.606729,0.705556
0.400204,0.399672,0.399708,0.393184,0.875061,0.895171
0.401257,0.391895,0.387969,0.3992,0.898829,0.898519
0.39467,0.400393,0.395369,0.40094,0.896908,0.898063
0.400194,0.40013,0.400054,0.40074,0.884912,0.895663
0.400765,0.395474,0.400144,0.395845,0.898123,0.898739
0.390778,0.396956,0.391032,0.397404,0.899424,0.89793
0.395093,0.396733,0.396338,0.396292,0.896328,0.894844
0.395683,0.390428,0.395721,0.390766,0.897812,0.898966
0.394374,0.399906,0.395167,0.400668,0.899266,0.898591
0.4007,0.401693,0.400965,0.401337,0.893454,0.895003
0.399996,0.395215,0.401183,0.395748,0.899972,0.899056
0.39941,0.401036,0.39539,0.401213,0.896112,0.898787
0.391974,0.397635,0.397596,0.397903,0.896963,0.893922
0.394805,0.389469,0.393455,0.390402,0.898201,0.898462
0.395557,0.383052,0.390103,0.399443,0.892318,0.894684
0.394663,0.4003,0.400419,0.395522,0.901322,0.89982
0.394653,0.394556,0.400047,0.400698,0.899831,0.886919
0.401012,0.402416,0.396122,0.401314,0.894577,0.900008
0.400179,0.394666,0.401429,0.401254,0.899809,0.894791
0.392018,0.397685,0.392738,0.398394,0.896839,0.898996
0.395028,0.390466,0.396147,0.39038,0.899688,0.898388
0.396323,0.396747,0.395444,0.396155,0.896428,0.895135
0.395139,0.401143,0.400813,0.395897,0.899747,0.899614
0.449038,0.520038,0.453712,0.468638,0.71813,0.666127
0.515701,0.520166,0.522308,0.522091,0.371875,0.391951
0.587487,0.534846,0.603105,0.594967,0.393699,0.394884
0.510239,0.501419,0.501424,0.485875,0.349454,0.368973
0.662881,0.612394,0.682898,0.589236,0.394289,0.395563
0.674479,0.700432,0.696452,0.696052,0.413913,0.417155
0.674414,0.693698,0.698045,0.689933,0.414253,0.421296
0.674044,0.697259,0.69454,0.691268,0.406558,0.41499
0.670375,0.69868,0.692462,0.692007,0.411545,0.420138
0.676825,0.694199,0.699247,0.693329,0.416707,0.42556
0.676156,0.699734,0.697983,0.68939,0.419155,0.416465
0.672663,0.695613,0.692159,0.692262,0.407392,0.420908
0.670717,0.697879,0.696889,0.691999,0.41302,0.41695
0.675106,0.69865,0.697385,0.69199,0.408331,0.422692
0.676805,0.696177,0.698458,0.690118,0.412486,0.421913
0.672188,0.692734,0.6537,0.653537,0.412534,0.422573
0.564265,0.581408,0.574173,0.618666,0.373679,0.402088
0.490654,0.506077,0.500858,0.500979,0.3557,0.382493
0.497428,0.503282,0.502284,0.496847,0.372692,0.387519
0.497573,0.508423,0.497621,0.502772,0.372994,0.383591
0.497637,0.502967,0.501796,0.502861,0.367368,0.387353
0.494795,0.510082,0.503854,0.498641,0.374417,0.388319
0.498461,0.508078,0.498068,0.502484,0.37345,0.383039
0.492748,0.507382,0.501706,0.501363,0.365989,0.386732
0.498639,0.504063,0.50305,0.49759,0.373197,0.387735
0.497194,0.507061,0.497232,0.501021,0.371598,0.381164
0.499508,0.505526,0.503719,0.502697,0.376212,0.384078
0.498787,0.501955,0.496372,0.470907,0.369997,0.385381
0.493535,0.507949,0.502507,0.50239,0.367913,0.387826
0.498446,0.503634,0.5024,0.502069,0.368936,0.389214
0.497942,0.506939,0.501712,0.501849,0.363197,0.382088
0.499151,0.509566,0.503388,0.498305,0.368694,0.389064
0.498303,0.508766,0.497363,0.502914,0.369647,0.387901
0.493241,0.509026,0.501677,0.502694,0.368271,0.388533
0.496878,0.502499,0.500389,0.50142,0.36597,0.387221
0.496934,0.507836,0.501127,0.501571,0.366108,0.381958
0.499889,0.508871,0.497561,0.49865,0.372482,0.38841
0.494131,0.507869,0.50226,0.501444,0.375506,0.38868
0.496918,0.506125,0.504037,0.501622,0.381377,0.383566
0.49405,0.504797,0.504217,0.467799,0.371633,0.387798
0.493277,0.507489,0.50169,0.500849,0.365449,0.386931
0.492589,0.507434,0.496821,0.500781,0.370339,0.38611
0.577455,0.511722,0.588408,0.509475,0.380711,0.39504
0.651362,0.523707,0.663847,0.50928,0.396613,0.407214
0.648948,0.522607,0.660385,0.507558,0.393161,0.405161
0.649914,0.523944,0.661628,0.509027,0.392915,0.405312
0.652436,0.522771,0.661882,0.506804,0.394254,0.402518
0.647649,0.521173,0.671054,0.513699,0.397904,0.405093
0.649809,0.523598,0.661525,0.512074,0.394589,0.402084
0.64801,0.518469,0.664724,0.511811,0.393357,0.400564
0.64806,0.520194,0.658952,0.511597,0.392101,0.405008
0.650041,0.518785,0.624867,0.489304,0.393354,0.401878
0.645066,0.528335,0.66133,0.512227,0.394578,0.402783
0.64624,0.520774,0.659516,0.510448,0.392214,0.400589
0.651957,0.520556,0.66484,0.516767,0.38618,0.407321
0.641448,0.525237,0.665205,0.509612,0.407444,0.404385
0.686332,0.51859,0.810328,0.48576,0.394218,0.409103
0.450371,0.48104,0.537644,0.339992,0.740214,1.03033
0.479345,0.493991,0.615077,0.471342,0.925495,0.915622
0.443694,0.468829,0.617193,0.353712,0.872586,0.891118
0.651329,0.365165,0.452601,0.46555,0.881277,0.894429
0.554898,0.502013,0.446582,0.371102,0.856436,0.876984
0.428824,0.4911,0.430728,0.421877,0.909966,0.842224
0.446029,0.450939,0.545853,0.504747,0.70605,0.739923
0.575885,0.404374,0.531369,0.402411,0.575931,0.593344
0.722641,0.689781,0.462204,0.598806,0.732922,0.759709
0.514624,0.384956,0.445659,0.481058,0.957351,1.02649
0.403359,0.429436,0.405932,0.387824,1.0579,1.04867
0.4151,0.434663,0.506329,0.329937,1.18671,1.09409
0.397793,0.442504,0.395967,0.323588,1.07024,1.01924
0.394976,0.33299,0.407063,0.420237,1.06223,1.15318
0.475613,0.337584,0.501531,0.415408,1.05283,1.04307
0.42028,0.381086,0.385406,0.314223,1.16582,1.15949
0.364539,0.299736,0.378825,0.316075,1.20815,1.21924
0.377513,0.328516,0.431147,0.291647,0.708162,0.806862
0.423957,0.352941,0.406111,0.317876,1.05845,1.0369
0.366055,0.302039,0.365323,0.315052,1.22659,1.24241
0.359547,0.300975,0.361357,0.299847,1.23146,1.24069
0.358652,0.300717,0.360258,0.300442,1.22653,1.22118
0.360232,0.30428,0.381242,0.308361,1.2289,1.23602
