317,62,804,238,330,244,155,29,179,266,22,35,200,490,185,568,316,42,114,61,477,53,369,97,161,269,265469,225541
1.84467e+19,0,1.84467e+19,0,1.84467e+19,0,1.84467e+19,0,0,1.84467e+19,0,1.84467e+19,0,1.84467e+19,0,1.84467e+19,1.84467e+19,1,1.84467e+19,0,1.84467e+19,1,1.84467e+19,0,0,1.84467e+19,0,1.84467e+19
