412,167,1200,201,389,127,496,117,90,93,23,26,118,153,159,58,371,62,259,51,534,79,186,36,123,93,265489,224782
1.84467e+19,1,1.84467e+19,0,1.84467e+19,0,1.84467e+19,0,1.84467e+19,0,1.84467e+19,0,0,1.84467e+19,1.84467e+19,0,1.84467e+19,1,1.84467e+19,0,1.84467e+19,1,1.84467e+19,0,1.84467e+19,0,0,1.84467e+19
