562,233,612,230,1569,104904,1185,435,66121,842,64,104,75,93,95,140,547,196,359,496,258391,58386
1.84467e+19,0,0,1.84467e+19,0,1.84467e+19,1.84467e+19,1,1.84467e+19,0,1.84467e+19,0,0,0,1.84467e+19,0,1.84467e+19,0,1.84467e+19,0,0,1.84467e+19
