1.14466,0.625433,1.08609,0.319736,0.698875,1.11881,0.434791,0.674241,1.16114,0.811005,0.822587,0.302
0.43969,0.448064,0.449278,0.449309,0.337144,0.326467,0.340027,0.337323,0.454123,0.451749,0.449467,0.449992
0.446951,0.453778,0.452934,0.457169,0.343158,0.33444,0.347248,0.344105,0.461744,0.445853,0.445338,0.456915
0.330864,0.342403,0.345334,0.333031,0.328076,0.321914,0.340296,0.339054,0.375605,0.341723,0.345029,0.378387
0.337506,0.341714,0.337782,0.337352,0.327336,0.320959,0.342938,0.337969,0.337757,0.334688,0.337918,0.338094
0.334394,0.337526,0.341959,0.340763,0.328826,0.31925,0.344217,0.335545,0.333947,0.333303,0.342044,0.342299
0.33873,0.337458,0.337844,0.336604,0.328132,0.321039,0.345275,0.337559,0.338456,0.338565,0.337848,0.337223
0.334595,0.342512,0.338322,0.341654,0.328043,0.321085,0.337524,0.335935,0.334234,0.33512,0.342596,0.342124
0.339518,0.338613,0.346828,0.337465,0.327563,0.320931,0.337804,0.33584,0.339248,0.335017,0.338112,0.337991
0.335724,0.339954,0.33928,0.344132,0.326741,0.312329,0.338368,0.32275,0.335906,0.335134,0.343436,0.345265
0.334917,0.344215,0.338053,0.342411,0.327486,0.321175,0.338403,0.337492,0.334695,0.344292,0.338339,0.338418
0.3395,0.338554,0.33838,0.337276,0.327234,0.320867,0.343238,0.337363,0.339327,0.33495,0.338376,0.342063
0.33456,0.342379,0.342571,0.337407,0.327582,0.317952,0.342025,0.336134,0.334541,0.333435,0.342891,0.337807
0.339639,0.338896,0.339319,0.34362,0.330635,0.323017,0.341323,0.340332,0.341057,0.33503,0.33887,0.344916
0.332642,0.34707,0.347826,0.349207,0.323387,0.32042,0.338951,0.338549,0.379897,0.34454,0.347692,0.38838
0.412452,0.445472,0.444479,0.446353,0.341853,0.330848,0.368705,0.342601,0.455333,0.43233,0.440924,0.448323
0.443095,0.456453,0.456776,0.451555,0.344093,0.335778,0.35117,0.34525,0.457446,0.458907,0.457222,0.453402
0.442748,0.451578,0.452716,0.454195,0.344288,0.334394,0.348419,0.343128,0.460244,0.45264,0.455946,0.455904
0.446465,0.453348,0.452852,0.453551,0.343954,0.334629,0.347804,0.344865,0.45845,0.457294,0.454444,0.457386
0.440221,0.451376,0.452815,0.447472,0.345365,0.335345,0.357744,0.345884,0.458449,0.452469,0.453955,0.450526
0.444879,0.453392,0.454003,0.454754,0.342454,0.322128,0.342288,0.33893,0.46148,0.456825,0.455948,0.457068
0.445641,0.454275,0.45467,0.449789,0.344639,0.334782,0.35099,0.344577,0.460276,0.453014,0.452443,0.45503
0.449182,0.456475,0.456869,0.451702,0.34502,0.33478,0.348536,0.345793,0.457195,0.454295,0.456864,0.452826
0.348622,0.37033,0.369307,0.350756,0.320675,0.312829,0.339243,0.333187,0.380597,0.360982,0.362488,0.378159
0.339061,0.33834,0.338023,0.340812,0.318622,0.304347,0.338572,0.332904,0.338311,0.338655,0.338073,0.337259
0.336579,0.339966,0.34376,0.338935,0.333888,0.322579,0.339679,0.339035,0.335415,0.336409,0.34372,0.342468
0.340607,0.343839,0.339688,0.338429,0.331942,0.326786,0.338484,0.342879,0.340187,0.340565,0.339568,0.338649
0.335527,0.342954,0.338615,0.34148,0.326598,0.325446,0.338027,0.341916,0.334714,0.335923,0.338884,0.341874
0.339157,0.338338,0.338343,0.340958,0.32697,0.318981,0.339059,0.337927,0.338282,0.338587,0.341931,0.337246
0.334837,0.343945,0.343227,0.337106,0.336194,0.328412,0.342466,0.350139,0.334182,0.337203,0.339255,0.341537
0.340265,0.339532,0.343284,0.338296,0.327521,0.318916,0.323267,0.330092,0.335139,0.339401,0.343216,0.339011
0.339947,0.338805,0.338485,0.341975,0.326413,0.319976,0.338203,0.336863,0.339327,0.335106,0.338279,0.342391
0.336363,0.343317,0.343261,0.337872,0.328797,0.321296,0.338452,0.342323,0.334988,0.33574,0.343349,0.338515
0.335836,0.33978,0.339119,0.342738,0.328612,0.322373,0.339759,0.342792,0.338837,0.339625,0.339391,0.343178
0.334767,0.34309,0.342294,0.337854,0.327154,0.321045,0.337965,0.342661,0.333841,0.335306,0.342404,0.337748
