223417,151498,219426,290525,194021,183869,244108,237997,193383,196203,167405,202435,85680,149179,112815
108673,135285,133930,137093,141092,95849,141258,150248,145392,138448,131166,134870,128164,133549,141626
136342,129410,135289,142719,153712,139710,142684,147996,130562,123348,137098,169373,132057,130836,135846
174266,177141,178921,181844,167966,173508,178263,180789,186344,207006,201539,158742,188166,204689,189814
146270,153352,129099,147346,122553,139328,143863,136448,136253,149864,143110,148269,143775,134914,142780
138185,135424,131693,140659,158933,142221,123275,155577,120855,139560,135303,141421,136968,139883,141379
130022,121912,151089,160043,137467,142033,137628,164043,117681,129257,137228,133890,155435,156856,148015
138969,126727,135247,129503,151765,139825,151086,128616,153547,133661,154041,151885,148192,143148,146997
145923,114883,151257,149287,154796,166350,146019,157957,137278,135065,116257,132964,143776,143160,138591
127098,120093,131325,150881,142114,148328,134395,136210,152252,137135,115526,144054,162815,141246,139654
140213,128345,138820,154336,149715,153535,144380,138669,128119,144468,137823,135243,144018,151763,140236
151116,134110,131534,163091,159359,160790,135508,141418,167648,144346,148373,125904,141440,140441,133487
125239,137224,120687,159919,132300,135675,127037,129780,135812,154897,137270,124652,132426,154119,132485
142049,135269,141855,132598,129380,124668,133588,126020,144581,149947,143059,137583,145147,138432,135578
147774,135049,127038,109839,152916,142409,141607,172185,139432,130009,146429,128270,146506,159005,135073
145846,124730,122109,189712,141845,133916,133435,151565,127550,142679,134911,136112,140006,136317,146087
140125,140091,151309,135331,138156,149698,131947,136652,134693,151476,154632,129806,128874,120157,142207
133539,122540,131813,152587,134539,145692,141794,152734,127823,149101,138909,114585,127907,139169,167897
149150,132652,133797,157040,139824,163322,135918,165397,139668,143700,145200,135954,142548,156909,144132
163912,124781,131638,161990,133781,146121,174161,137306,145483,154192,144453,153193,136694,148556,146433
144739,127827,145719,147963,128137,160146,156121,153665,157152,137464,156422,130025,139770,152803,160155
144399,152334,138987,143494,132133,121632,143185,138882,143592,142447,152963,140946,145103,125360,135180
155012,110092,129693,209734,143926,152935,147505,136736,135398,118360,144604,161123,146705,134031,143643
163786,167655,200370,194150,150977,209078,187984,194506,176980,190556,183290,222293,170092,154485,161457
136958,141121,165902,138755,152632,141369,145830,132893,143612,138633,220825,151699,143861,130640,122713
133926,160951,138724,137091,120327,132854,141490,140858,140159,132536,139679,132908,130927,134520,140135
135592,133184,125627,135802,130582,128736,146774,170409,134149,135513,126012,136232,137564,131770,130863
144307,196425,148175,127882,205798,135014,156173,149928,150386,137530,233482,148817,133595,154713,126247
156738,154193,126610,143343,135728,159060,140717,153918,153596,139358,135553,145426,118787,126236,136924
141554,134547,160636,141772,123950,146489,138575,126262,138533,145315,139856,134647,141797,123063,147594
138899,137616,126522,136670,167115,139526,214148,115813,159298,142871,155565,187821,175459,161172,193143
138054,114481,156260,129485,194668,127487,143053,152354,127054,157287,132762,148332,150590,131218,155420
156153,162948,196323,194743,189222,188677,192188,200429,167512,171410,177564,183556,196515,181893,191996
136715,141876,165072,144373,143571,136166,130755,154283,133828,136203,128515,149423,124146,125922,142344
128336,118971,131696,132110,122866,146391,145557,139435,150162,124010,133147,227471,141584,138365,149720
136258,129839,140011,141616,137805,140655,134454,188933,133610,134407,131149,127359,146127,128954,146059
138362,141116,118153,136030,121374,132287,147559,135835,152386,136748,129352,135771,163271,123119,134766
141248,143242,135263,128297,169550,143507,144388,138253,154666,157501,233252,183413,170895,168078,156841
150043,129722,170319,140389,138387,131484,141780,144223,123847,117049,139563,137006,144495,137466,137280
230066,143984,140197,126290,141353,137937,147451,143330,148561,114337,134168,214238,137759,130319,122559
125233,136660,138014,127425,149205,224826,148945,104033,126013,124977,141306,129881,139261,149817,228039
131861,129908,143648,138350,129824,140183,135242,133325,128713,132889,132244,135054,133566,130449,136024
197268,111192,130537,137459,126172,138690,139390,135378,134791,111425,127373,194039,140571,140894,148933
142000,147088,124353,140599,122182,120882,144681,124708,145899,129640,124906,207379,140847,121679,120285
132557,142864,132604,141767,138415,140068,144848,133866,136181,132466,135367,139132,130493,142575,130024
142461,151901,139105,147293,151189,131940,127993,138741,141720,216742,138117,145153,140902,142919,132404
144660,139704,133327,139841,133975,132073,137062,123857,138804,152173,140519,131675,151019,132824,131873
176041,162738,178010,184099,191225,219193,260228,168987,176259,171681,189150,163953,175606,181296,174298
140255,146970,200499,114788,140166,149315,140159,140755,133317,122693,125075,135988,147153,143879,137798
130212,136490,145212,135797,130200,136571,138410,139127,125476,143434,134691,141562,150512,138355,143111
136792,113862,130570,120815,123065,140977,152657,139194,135579,127277,120771,127200,144731,146161,148132
135164,144661,145078,143392,139289,137698,127307,143185,132746,145379,146167,164293,146457,142951,130363
150984,143992,154528,145898,185180,179979,159937,181446,176664,185421,180497,186830,179429,193101,179730
140198,140890,138766,149641,130240,144832,139159,145028,136403,145694,146691,136298,148298,129640,128739
146820,141835,139291,135902,134881,145389,132072,149988,133750,140854,144811,144652,139842,128097,145375
192874,249562,178378,185177,133649,180518,187184,184357,159669,162268,162241,141049,147051,143164,139564
145563,121618,130952,219493,136250,129964,146101,136180,135957,123513,134210,134319,142225,144377,143924
146932,129288,134784,142483,130531,136577,135676,147092,130108,131617,142361,126684,147042,133727,125358
138138,130146,141945,138644,131283,141753,141821,120199,134556,139901,133578,134322,145468,214221,147424
145708,130633,231540,135057,122173,132675,122577,136524,149380,138827,140343,140042,138563,132193,123717
192594,170565,177858,175489,181996,187546,198983,242640,169622,185231,175344,178607,193356,178868,182451
147559,230463,148105,131941,123332,131397,148012,141129,137189,148810,147080,142459,133981,144982,137051
150101,146389,133728,125176,236635,130501,146952,143691,142869,147303,136032,136282,135150,127329,142404
142807,145240,146355,136669,136137,136142,142299,146758,131294,139170,126961,144470,139439,139091,145573
142751,129532,175796,127791,144813,124632,195472,129228,132016,142449,131715,128592,111254,116813,127532
144850,154070,134865,152316,175707,171882,169016,180260,174346,170112,175481,191256,183433,176540,181263
133737,134409,131483,119037,144989,212200,128681,141617,126864,139898,123877,143698,144464,137055,147189
