0.81902,0.921133,1.0203,0.855558,0.57203,0.57668,0.55784,0.301099
0.371326,0.372383,0.363947,0.365232,0.478132,0.511983,0.517561,0.520923
0.367295,0.36957,0.360513,0.361114,0.420311,0.44075,0.453439,0.455241
0.371872,0.374725,0.365789,0.362334,0.421424,0.448924,0.454592,0.461681
0.367306,0.370857,0.365925,0.363062,0.424742,0.455306,0.460487,0.455023
0.367387,0.37612,0.361238,0.367947,0.420417,0.454095,0.457269,0.460217
0.376282,0.371121,0.360812,0.363549,0.424333,0.448734,0.457031,0.457177
0.367557,0.376872,0.365049,0.363035,0.424784,0.453724,0.453682,0.461953
0.372937,0.37711,0.361596,0.368877,0.422823,0.449942,0.45576,0.464318
0.373437,0.377354,0.371738,0.369242,0.431762,0.46076,0.465465,0.464504
0.371869,0.375285,0.365966,0.362242,0.422421,0.450709,0.459412,0.462644
0.367563,0.375288,0.360138,0.366029,0.425602,0.454346,0.455238,0.45773
0.372433,0.369478,0.366589,0.362313,0.42584,0.454487,0.455289,0.460137
0.368074,0.376395,0.363441,0.368084,0.426484,0.443615,0.462248,0.454118
0.373507,0.370913,0.367069,0.363151,0.422542,0.453227,0.454195,0.46126
0.367975,0.375517,0.361019,0.367631,0.421814,0.449772,0.458961,0.462197
0.373176,0.371142,0.365652,0.361912,0.42671,0.454815,0.454358,0.457808
0.373007,0.376188,0.366439,0.362602,0.421504,0.450335,0.45889,0.458346
0.369041,0.371904,0.361394,0.368119,0.426847,0.457111,0.454839,0.458739
0.37162,0.379978,0.36566,0.372275,0.42788,0.452733,0.461451,0.463915
0.371705,0.371288,0.365007,0.362344,0.419203,0.452703,0.456414,0.4565
0.372163,0.376961,0.366105,0.368328,0.420197,0.451306,0.466185,0.474071
0.394176,0.389912,0.382296,0.383457,0.500067,0.603792,0.6258,0.630108
0.380081,0.390443,0.381061,0.376444,0.598591,0.640184,0.643777,0.653838
0.378474,0.379866,0.378482,0.373855,0.610028,0.643726,0.648575,0.655032
0.382025,0.384388,0.373572,0.379935,0.607698,0.636729,0.641008,0.6379
0.379078,0.379161,0.380186,0.380806,0.603862,0.646164,0.652433,0.650454
0.38302,0.383988,0.373889,0.374603,0.606713,0.637901,0.644655,0.655548
0.384309,0.379912,0.380694,0.380226,0.597952,0.634622,0.64751,0.651108
0.38228,0.387401,0.378998,0.379278,0.608956,0.648112,0.651963,0.661077
0.375625,0.377176,0.377205,0.378069,0.604445,0.62739,0.650889,0.639232
0.360881,0.368852,0.348819,0.350212,0.438989,0.45811,0.459011,0.459985
