386,103,257,77,308,89,319,93,379,394,217,244,89,102,264696,224823
1.84467e+19,0,1.84467e+19,0,0,1.84467e+19,1.84467e+19,0,0,1.84467e+19,1.84467e+19,0,1.84467e+19,0,1.84467e+19,0
