0.832219,0.840108,1.10604,1.21913,0.826858,0.783016,0.299635
0.373236,0.369897,0.36774,0.368229,0.591983,0.622175,0.638998
0.382245,0.382053,0.377592,0.377774,0.609649,0.64432,0.656009
0.387261,0.386699,0.383465,0.378549,0.611965,0.645135,0.655272
0.383153,0.388894,0.379216,0.380496,0.617295,0.651641,0.660376
0.359875,0.384635,0.382669,0.379258,0.617301,0.650691,0.660225
0.38784,0.387814,0.383536,0.380031,0.614564,0.648279,0.66138
0.387786,0.383254,0.379853,0.385179,0.622824,0.656518,0.660076
0.384064,0.383801,0.385615,0.379379,0.61767,0.653712,0.663652
0.3868,0.387317,0.379467,0.383048,0.606439,0.639751,0.650451
0.387842,0.382686,0.382437,0.378372,0.614519,0.650587,0.661389
0.38518,0.389311,0.380881,0.381057,0.61878,0.650795,0.66556
0.376986,0.376034,0.374249,0.375333,0.522599,0.562137,0.585454
0.383373,0.382599,0.380382,0.374772,0.439452,0.471615,0.471916
0.379725,0.387586,0.375177,0.381103,0.438318,0.470507,0.471067
0.383781,0.387275,0.380779,0.380751,0.439658,0.466416,0.467089
0.384578,0.387717,0.380759,0.376326,0.43909,0.47014,0.467209
0.392329,0.399649,0.378218,0.395327,0.527261,0.565239,0.581629
0.392647,0.387095,0.387456,0.387429,0.609589,0.65066,0.653178
0.383357,0.387734,0.384219,0.379132,0.615269,0.645127,0.658725
0.389367,0.384993,0.385983,0.385845,0.624584,0.661206,0.666066
0.390171,0.388764,0.380795,0.385446,0.619768,0.648776,0.659163
0.384242,0.38847,0.385056,0.378237,0.616255,0.648833,0.660559
0.38929,0.377803,0.380351,0.380502,0.616143,0.64556,0.660817
0.389292,0.388231,0.385459,0.379411,0.609331,0.643494,0.649469
0.388367,0.383242,0.384468,0.383626,0.615129,0.648142,0.661655
0.383415,0.3877,0.377917,0.384143,0.620661,0.652862,0.658364
0.383005,0.388811,0.384516,0.378403,0.619815,0.64806,0.661989
0.380157,0.38618,0.380459,0.38512,0.617894,0.657877,0.660771
0.38168,0.379491,0.383735,0.380906,0.616695,0.644965,0.658968
0.384075,0.382342,0.384963,0.378711,0.617912,0.647811,0.651662
0.385977,0.396353,0.387237,0.380607,0.616113,0.648498,0.665341
0.39288,0.392333,0.38926,0.388354,0.628177,0.66164,0.671309
0.391617,0.391301,0.382443,0.387058,0.617463,0.654596,0.660307
0.391202,0.386349,0.388294,0.382026,0.620323,0.648593,0.662514
0.387144,0.391215,0.388821,0.379069,0.622784,0.657571,0.660169
0.406477,0.402956,0.403253,0.409559,0.752361,0.770101,0.773368
0.419483,0.422576,0.419252,0.421873,0.880435,0.881275,0.877507
0.413904,0.42086,0.411188,0.416186,0.884032,0.880868,0.881371
0.418752,0.417256,0.417992,0.421978,0.880976,0.882024,0.881045
0.419099,0.417647,0.411889,0.420934,0.88074,0.885245,0.881293
0.41905,0.409908,0.399499,0.404994,0.8836,0.883994,0.876438
0.408963,0.412194,0.408421,0.4162,0.88441,0.884999,0.881322
0.415583,0.41194,0.408291,0.413373,0.884229,0.88355,0.881062
0.419565,0.417235,0.414263,0.42185,0.883925,0.884807,0.880353
0.414937,0.411217,0.409856,0.417541,0.880053,0.884442,0.880842
0.415227,0.412587,0.411147,0.426003,0.886824,0.880932,0.876835
0.424425,0.415892,0.411923,0.418725,0.884147,0.881054,0.876813
0.41162,0.412532,0.406657,0.420351,0.887827,0.881711,0.877407
0.42512,0.417312,0.412724,0.421138,0.883955,0.881123,0.877086
0.439751,0.429639,0.442076,0.457812,0.861551,0.852373,0.836621
0.507858,0.401453,0.505102,0.512936,0.429986,0.369781,0.364191
0.494312,0.464832,0.494233,0.49851,0.348915,0.368271,0.363373
0.49689,0.476294,0.47287,0.497095,0.357615,0.372138,0.367291
0.491444,0.508051,0.498414,0.496633,0.35554,0.370396,0.365725
0.477622,0.498903,0.488719,0.501299,0.357195,0.375285,0.366606
0.490385,0.493307,0.497301,0.490037,0.356088,0.370173,0.365416
0.48916,0.497917,0.488256,0.493988,0.355689,0.37002,0.365956
0.486298,0.497753,0.487927,0.494736,0.350947,0.374724,0.370108
0.490189,0.497085,0.491569,0.489703,0.356318,0.369703,0.364762
0.481269,0.492777,0.487722,0.493566,0.353072,0.375309,0.370743
0.49211,0.493754,0.493835,0.491106,0.358206,0.374847,0.366497
0.489905,0.498115,0.48848,0.489047,0.356114,0.369677,0.371311
0.485308,0.497796,0.492145,0.494703,0.351483,0.375047,0.366313
0.491076,0.492647,0.488828,0.494423,0.356464,0.370044,0.37105
0.484607,0.491747,0.464358,0.491769,0.351892,0.375814,0.371789
0.491033,0.494155,0.494029,0.494914,0.351561,0.378488,0.370152
0.489088,0.497767,0.488372,0.488329,0.355492,0.371048,0.3701
0.485367,0.497739,0.487919,0.489662,0.355517,0.375364,0.370107
0.48787,0.493126,0.491278,0.494617,0.351348,0.376045,0.365569
0.487048,0.499106,0.48886,0.495755,0.357088,0.371404,0.372043
0.498363,0.4951,0.495364,0.491978,0.353715,0.378684,0.366873
0.634729,0.615916,0.631445,0.568595,0.37999,0.388977,0.375326
0.648358,0.666381,0.667483,0.669858,0.386996,0.397168,0.381861
0.514843,0.554374,0.589808,0.529307,0.350554,0.372799,0.369806
0.494275,0.49171,0.493543,0.489745,0.343866,0.367117,0.365658
0.482738,0.495517,0.486355,0.493094,0.351856,0.374749,0.366178
0.489994,0.473323,0.468594,0.488356,0.352774,0.375462,0.367366
0.490218,0.497175,0.487816,0.493997,0.351804,0.375062,0.366056
0.490275,0.495269,0.491969,0.484697,0.352198,0.370525,0.366819
0.492926,0.498398,0.491817,0.496692,0.351992,0.370427,0.366221
0.488667,0.499257,0.49266,0.494256,0.352418,0.371129,0.365218
0.490577,0.497842,0.492589,0.494742,0.351698,0.370508,0.365281
