3861229,3522909,3301456,3223111,4164521,4515201,74652320
46674,5130,14634,7112,8543133,8532651,8524025
50529,3056,4344,6949,8507261,8469204,8455701
50791,4787,10170,4528,8585348,8794561,8810518
48828,3192,10791,12298,8723539,8681538,8603481
53863,4462,4904,8728,8585307,8784940,8802194
54870,3369,4276,6922,8644826,8541296,8537675
49638,4117,2376,10851,8578644,8581633,8532009
70614,8544,5830,7973,8597872,8551039,8522010
53622,4605,3261,5468,9017345,9016129,8998759
115351,16234,83877,28563,9305003,9290291,9323364
62236,6915,28470,14311,9303618,9272826,9260148
47455,9576,5140,5231,9299926,9226543,9278561
49259,9375,8569,16004,9477621,9228936,9275512
49401,9209,5142,8721,9376432,9347312,9343214
50220,9359,19179,4336,9307745,9222664,9258566
46796,5707,4658,12429,9305271,9232746,9290537
46283,6708,10474,4715,9322533,9040676,9208922
47183,8377,5884,14647,8545560,8690369,8709776
51431,7357,3902,4405,8604788,8515791,8510410
56692,8703,7326,3693,8504886,8501800,8499802
49195,4061,4679,9627,8518617,8506675,8494658
227643,104068,267384,116545,8537299,8547706,8541838
52449,7604,2878,3257,8515524,8515204,8485149
55622,4505,7510,2208,8521426,8503908,8487709
50691,4281,16471,2975,8518028,8512338,8491355
51923,7873,8107,2534,8783073,8544193,8504167
57306,2936,8715,4371,8545153,8546164,8519553
46041,3068,4694,7314,8511624,8515808,8482526
60324,3047,4465,6475,8708769,8688537,8667109
55172,5347,7038,3714,8679666,8672533,8519768
48678,8759,7548,36839,8591305,8507666,8473375
50308,3702,5286,6480,8535521,8506083,8505272
64298,33209,84988,8583,8535050,8657075,8643779
74187,8342,241765,7495,3712697,2497018,2585151
52375,7340,7067,3232,1964189,1943624,1952387
65378,3815,5078,7223,1942314,1990416,1979169
54486,11030,6702,4869,2017361,1984232,1990587
60686,7205,18163,10712,1958562,1950343,1930734
54097,2744,4179,3169,1940747,1936075,2009972
54984,3167,9742,2736,2118081,1978763,2219264
54510,4332,10031,4243,2360990,2327561,2343562
53204,4304,3811,6361,2374189,2388958,2401118
51990,10106,4240,11225,2421453,2435242,2424941
53895,2842,9279,6771,2401297,2384346,2353424
111163,12759,313771,14373,2414503,2392216,2354633
65177,33172,6577,2395,2345238,2373171,2395277
54242,6668,2242,3399,2464721,2421626,2417489
62103,27487,12374,1616,2418088,2436847,2414993
53202,6293,2521,2821,2419614,2460424,2454620
57453,6711,4914,2957,2458985,2427717,2430050
32852,4966,15948,6013,2421075,2430998,2429698
47440,8791,4289,2613,2433172,2427884,2412320
49290,11320,16966,30853,2420840,2428909,2431212
55940,4644,3285,3929,2417792,2425760,2403800
54710,5094,7195,41728,2419536,2431016,2426280
28139,3037,4708,2194,2423769,2416521,2408830
72630,56491,320121,26372,2430140,2426441,2420838
55566,7198,5902,15161,2409366,2425234,2426654
54629,7209,19931,12813,2416259,2427458,2402522
66323,31639,5301,14050,2423455,2433786,2434385
59179,13541,6563,7804,2424518,2413594,2409134
54230,8926,5280,11036,2406818,2412974,2342470
64882,32335,8155,2665,2430805,2416846,2434252
53430,3668,12797,1671,2424950,2425840,2402380
66879,33782,3541,3259,2443142,2422758,2431562
55042,10122,2911,8081,2415698,2433337,2402716
53028,29711,14324,11621,2433076,2429798,2424849
56686,11515,106441,29072,2408195,2417201,2410421
75721,3461,238085,58275,2418593,2395499,2344966
43664,9263,6440,9379,2450783,2420681,2431630
54455,6738,20342,895,2418554,2415715,2392758
55891,5221,7790,12381,2419378,2432130,2428635
57747,5371,3740,8037,2427988,2417688,2414793
52421,13651,7367,41370,2440671,2439432,2433770
23156,4095,12197,9132,2417758,2410296,2416250
19963,3220,3729,5487,2429877,2426126,2407874
36803,11124,7003,5174,2412920,2421614,2417330
56369,3813,12646,1375,2411539,2402837,2399283
56810,4410,5511,3068,2430746,2431296,2430933
66861,8937,309576,29453,2400692,2404064,2395728
98943,46771,9771,1978,2431266,2438469,2432807
50097,4682,26417,4058,2416476,2421739,2422269
51639,5904,9292,1954,2436364,2442560,2415979
61591,36500,6983,7178,2410337,2433330,2421524
58891,9164,10649,5878,2420598,2423173,2411914
57062,36649,10452,6736,2432116,2442974,2427975
58219,4205,7872,7018,2418648,2418952,2408659
58586,2866,5201,7483,2212771,2313218,2374075
56120,13522,17679,39122,1943366,1942412,1955157
55514,6584,3095,17944,1952445,1946725,1930591
55493,2072,10364,32931,1935888,1955541,1952877
61880,4359,9008,64216,1913323,1903371,1876056
46587,1919,17273,9114,1886307,1914525,1901991
53734,6325,5367,8541,1886067,1884604,1894788
60419,54751,13717,7118,1904536,1911031,1878477
44413,6309,19699,34258,1914790,1935991,1929107
50935,4157,5582,18987,1897775,1886579,1883538
44314,3210,2179,17431,1887517,1904435,1902147
54362,9501,3516,1859,1897533,1883727,1885964
48205,2697,9597,5093,1889348,1912460,1906340
46202,7988,11793,9240,1895962,1887765,1878848
78206,13108,2249,14662,1939556,1961223,1952319
46780,2660,19478,31853,1951142,1944752,1948914
52330,5995,313276,29831,1935189,1951720,1927541
48579,7449,11036,48485,1960314,1962077,1953057
46517,4001,19698,20536,1956064,1938642,1922330
52946,5563,6670,2974,1936514,1963431,1949143
54074,8551,5893,6876,1948460,1936218,1944634
54412,8277,12516,15174,1935349,1956496,1931809
45321,3395,5409,7977,2038985,1967473,1956240
53526,4360,10287,3439,1937274,1940545,1933341
52614,2982,9039,8232,1917543,1969099,1950820
43311,1862,11450,19364,1923996,1938317,1923343
49273,3648,4139,13357,1953898,1971396,1961133
48849,14100,6424,15317,1951701,1927754,1907423
47815,61236,318947,23344,1922469,1965815,1952525
49854,2215,7659,6907,1965452,1942198,1918523
55289,4620,18355,1778,1930368,1964144,1976039
56912,5270,8865,7093,1964561,1945357,1930544
53392,2514,10277,5772,1947528,2048544,1970403
47986,2472,6191,13371,2266625,2125403,5228930
47926,2665,7525,5713,9741168,7455078,10244108
49203,3125,10288,8816,10753172,10833200,10762384
58424,9388,6670,2301,10860168,10790312,10855942
49530,10396,10244,1131,10760954,10773747,10772022
49628,4687,46157,1708,10734130,10722553,10772948
61114,9368,83347,14478,10786873,10793779,10770770
62901,22274,231601,7491,10794962,10870077,10812120
90530,2662,9453,6093,10913302,10843968,10908275
54278,3042,18457,7851,10792016,10794998,10810407
79694,7207,5304,2580,10831394,10895198,10911715
53894,3657,12025,6397,10874641,10802885,10815450
52019,2290,6128,5209,10820052,10902601,10847208
80526,5509,11528,6462,10718512,10665814,10745512
57387,5327,4515,10486,10771760,10847002,10772332
95435,17146,16565,32028,10794310,10801842,10860171
75865,2992,11451,7932,10867875,10809961,10804258
59765,8547,4426,4080,12818665,12743342,12703863
52349,15006,85509,4540,14166442,14004314,13858975
111622,6695,16283,5893,13787230,13794313,13796839
58131,5433,3361,4010,13848184,13916137,13875345
55969,16991,3191,1223,13801128,13788224,13792172
48022,3163,7502,1743,7812306,7829948,8576212
53070,6647,5208,1249,2367172,2375302,2364470
50931,4566,5119,3545,2408814,2370465,2345246
52393,7955,2448,1549,2347390,2277997,2349145
62670,5672,2481,1477,2275206,2365284,2480078
57607,7076,8165,1661,2307861,2293899,2264422
58069,8089,2988,41194,2266707,2295644,2259897
56990,1754,7445,1835,2253520,2304808,2251641
51845,7995,16119,7098,2279014,2293981,2267874
48176,8801,23835,2935,2893680,2304990,2279334
50864,2892,9842,5445,2282557,2744894,2284276
166338,104086,157493,121936,2258669,2280759,2424651
61106,1897,3344,1715,2268561,2459601,2355148
53502,4356,16830,1085,2266446,2279340,2334884
54075,6899,4187,3111,2359978,2996133,2355127
50153,7147,5065,937,2421376,2278290,2340636
57621,2332,3497,1589,2889541,2310269,2903692
63215,7246,2355,1515,2278970,2300569,2305402
61217,4692,2011,1365,2467026,2481877,2261577
50990,4464,5661,3062,2279061,2298394,3496771
204392,2360380,2357646,2142352,2454140,2481097,3061362
681486,2560300,2420540,1875271,2682479,2684202,2630967
78290,7321,4331,1580,2231489,2245354,2868992
63147,15732,4097,7172,2229799,2242536,2636988
82973,5242,5035,6468,2208499,2255471,2139386
55716,5620,6202,5024,1994280,1964067,1949167
83787,9065,7285,1871,1836216,1835142,1834175
65187,9771,4648,1659,1837370,1849917,1833750
61821,3490,4384,7455,1820204,1859335,1823140
77160,3093,11997,7880,1834321,1836691,1830707
50426,2400,13548,10569,1812624,1849052,1815629
59879,5248,28284,4991,1827695,1836701,1838637
49117,67949,256449,30188,1803779,1836237,1813539
55660,4203,6362,37761,1836850,1850243,1829847
66114,8419,22886,6921,1869734,1871704,1859612
49485,3553,7294,6391,1889855,1945739,1914313
58696,2329,11786,30687,1807465,1914695,1893456
48831,4668,3912,3887,1812696,1912052,1907008
47774,7373,9813,32121,1823448,1831657,1895598
50575,5030,11940,3185,1814032,2007865,1814724
59451,3131,2626,31919,1811267,1824746,1960796
55061,3442,1373,11912,1819560,1927253,1902414
50611,5322,7463,5838,1816265,1918721,1816539
51821,3400,10793,36894,1883995,1832481,1803916
56979,2524,2898,14399,1843774,1856655,1821021
52343,7727,3110,24514,1839016,1846779,1818406
50607,8978,7881,10619,1820007,1837031,1821700
52943,5916,2428,4607,1824086,1824063,1822184
67938,5010,1946,1129,1814859,1848171,1820287
54709,3069,4141,5718,1819571,1830077,1833374
86962,6568,3541,4452,1805858,1836099,1798266
59713,5348,3926,3139,1830370,1846477,1840137
65550,11010,3989,1851,1809707,1839197,1812496
56770,13626,11770,2910,1904959,1910850,1931133
47104,2203,6312,6513,1997341,2019269,2112415
101980,11394,325006,18816,2282352,2301398,2287121
55130,7508,6073,12076,2281897,2290366,2265862
67259,3242,2289,9393,2298678,2318091,2305688
52433,1731,6208,13665,2276995,2290981,2275923
67434,4922,11209,9191,2290955,2289594,2291699
52649,4845,6304,11139,2275448,2291310,2268163
51868,3939,2436,9622,2288425,2287571,2288637
55317,17575,1619,3395,2323398,2317181,2312318
59230,5549,3238,1804,2278268,2275512,2307214
61553,15913,6397,1159,2274344,2291397,2273837
50919,4028,4673,2806,2275283,2368972,2276241
59141,15138,4098,7375,2266271,2452698,2274480
64927,31408,6414,1617,2281718,2383129,2270019
60486,4735,7831,1447,2270443,2374247,2266023
95500,6562,3234,731,2261580,2269547,2338968
54739,7333,9653,2577,2276592,2292625,2352962
62572,8179,11058,4941,2273905,2370192,2271286
54748,11624,5464,3248,2333738,2362532,2343620
83082,3996,2684,3993,2343586,2286983,2343447
55382,3632,1515,5415,2268858,2443660,2268167
61738,11883,2399,1779,2335848,2265287,2328292
88175,7000,1681,1592,2262406,2280441,2340305
55791,10880,5832,2844,2363556,2293642,2270854
103040,11672,8242,5138,3383504,2840641,1794833
90764,7539,11931,62610,10513284,9525297,9204307
82442,8472,8235,2866,11597287,11310875,11550120
57092,7754,2333,6424,11546667,11262820,11460217
769231,18237,7412,1779,11519401,11248106,11604722
86413,9853,6030,3494,11567442,11225594,11513166
54205,6181,2770,7634,11615893,11332949,11562909
80452,5754,1499,9735,11571502,11180810,11586386
55124,4551,4149,5140,11453708,11209096,11469936
81533,11381,9326,4182,11499994,11183071,11590607
54193,7205,7685,2028,11538849,11040581,11472740
52889,18971,5017,4664,11453046,11262472,11582339
