1719,773,1864,574,1596,745,1515,752
1103,577,1173,572,983,676,1126,645
1324,504,1268,563,1213,482,1070,607
1198,510,1223,502,1253,439,1243,466
1609,418,1516,501,1345,558,1403,521
1060,550,1207,513,1214,535,1147,533
1210,494,1227,530,1161,498,1305,516
1178,501,1122,544,1127,450,1049,543
1276,464,1294,510,1150,548,1195,530
1427,544,1549,510,1429,514,1477,535
1186,527,1280,522,1201,583,1253,493
1119,490,1252,444,1057,532,1133,519
1242,526,1335,459,1181,524,1300,516
1115,541,982,549,1081,500,1018,555
817,532,905,564,981,548,835,539
1155,587,1361,485,1136,575,1153,546
1011,499,881,536,1072,571,958,559
1112,515,1007,599,1039,496,1062,527
1065,581,1025,504,1002,532,1105,508
1050,526,1038,634,1055,596,1194,465
1496,552,1396,566,1210,571,1226,495
1426,589,1402,510,1368,520,1355,503
984,521,1063,499,1033,474,1002,501
1046,482,1100,475,1076,459,1071,464
1082,429,986,504,961,524,983,513
1126,426,1091,495,1173,490,1108,491
930,564,1029,446,937,506,981,541
1184,517,1143,535,1086,490,1099,512
995,505,1068,586,1031,479,1023,493
1059,489,1141,469,1022,537,1020,487
1084,501,1131,438,1090,503,1104,485
988,475,1068,517,1104,538,1014,539
1069,487,1097,549,1067,578,1204,498
968,505,976,521,824,588,1019,497
1083,523,1168,464,1142,471,1165,490
940,507,1000,500,905,532,1003,501
940,551,933,553,1077,494,968,553
956,565,1185,472,1127,499,1173,515
1113,482,1065,501,903,615,976,580
1061,518,1045,587,1123,478,1011,568
1067,548,1245,456,1068,533,1237,558
1248,374,1142,510,1152,499,1193,493
1011,504,1163,456,1116,492,1232,496
1017,616,1246,447,1138,499,1117,531
1126,457,1118,488,1276,459,1087,514
1247,437,1259,512,1175,525,1247,464
1275,475,1467,478,1564,522,1413,473
1326,508,1482,490,1388,496,1482,423
1265,525,1393,464,1318,560,1367,468
1112,488,1195,535,1388,408,1159,490
1107,474,1096,563,1192,425,1172,472
1188,419,1103,504,1168,538,1108,490
1053,455,1143,480,1098,523,1234,440
1089,462,1144,432,1273,549,1192,508
1213,490,1192,503,1195,447,1293,430
1098,508,1316,458,1157,513,1194,549
1040,511,1106,502,1087,451,1029,546
