444,99,451,101,466,107,481,113,1,3,1,3,1,3,1,3,483,114,483,114,484,114,484,114,1,3,1,3,1,3
804,285,790,281,841,297,848,302,3,3,3,3,3,3,3,3,849,301,849,301,849,301,849,301,3,3,3,3,3,3
705,396,695,405,696,405,668,399,2,3,2,3,2,3,2,3,663,401,663,400,662,402,662,401,2,3,2,3,2,3
164,795,164,812,156,792,151,844,1,3,1,3,1,3,1,3,152,845,152,845,152,845,152,846,1,3,1,3,1,3
22,835,22,818,21,817,21,825,2,2,2,2,2,2,2,2,21,823,21,823,21,823,21,823,2,2,2,2,2,2
26,459,26,459,26,458,26,448,1,1,1,1,1,1,1,1,25,450,25,450,25,450,25,450,1,1,1,1,1,1
243,254,243,254,243,254,243,254,1,3,1,3,1,3,1,3,244,253,244,254,244,254,244,254,1,3,1,3,1,3
264,236,264,237,264,236,264,236,1,2,1,2,1,2,1,2,263,235,263,235,263,235,264,234,1,2,1,2,1,2
258,238,258,238,258,238,258,239,1,2,1,2,1,2,1,2,258,239,258,239,258,239,258,239,1,2,1,2,1,2
267,243,267,243,267,243,272,246,1,1,1,1,1,1,1,1,272,246,272,246,272,246,272,246,1,1,1,1,1,1
266,250,266,250,266,250,262,245,1,2,1,2,1,2,1,2,262,245,262,245,262,245,262,246,1,2,1,2,1,2
278,262,278,262,278,262,277,264,1,2,1,2,1,2,1,2,277,264,277,264,277,264,277,265,1,2,1,2,1,2
271,354,271,355,271,355,273,358,1,1,1,1,1,1,1,1,274,357,273,359,273,359,273,359,1,1,1,1,1,1
263,216,263,215,263,215,258,209,1,2,1,2,1,2,1,2,258,208,258,207,257,208,257,208,1,1,1,1,1,1
111,135,111,135,110,136,110,136,2,3,2,3,2,3,2,3,111,135,111,135,112,134,112,134,2,3,2,3,2,3
253,6,253,6,252,7,253,6,1,1,1,1,1,1,1,1,254,5,254,6,253,7,253,7,1,1,1,1,1,1
252,4,252,4,252,4,253,3,0,2,0,2,0,2,0,2,253,3,252,5,252,4,252,4,0,3,0,3,0,3
255,3,255,3,255,3,255,3,0,2,0,2,0,2,0,2,255,2,255,3,255,3,255,3,0,2,0,2,0,2
261,5,261,5,261,5,261,5,1,1,1,1,1,1,1,1,261,5,261,6,262,5,262,5,1,1,1,1,1,1
257,3,258,2,258,1,257,3,0,1,0,2,0,2,0,2,259,2,259,2,259,2,259,2,0,2,0,2,0,2
254,1,254,1,254,1,254,1,0,2,0,2,0,2,0,2,254,1,253,2,253,3,253,2,0,2,0,2,0,2
260,1,260,2,260,1,261,0,0,1,0,1,0,2,0,2,261,1,261,1,261,1,261,1,0,2,0,2,0,2
391,4,391,5,392,4,400,5,0,2,0,2,0,2,0,2,401,4,400,5,401,5,401,5,0,1,0,1,0,1
341,166,341,167,341,167,345,163,1,2,1,2,1,2,1,1,348,161,347,163,348,161,348,161,1,1,1,1,1,1
525,8,526,7,525,8,524,7,0,1,0,1,0,1,0,1,524,8,524,7,524,7,524,8,0,1,0,2,0,2
524,13,524,13,524,13,523,12,0,2,0,2,0,2,0,2,523,12,522,12,522,12,523,11,0,2,0,2,0,2
539,7,539,7,540,5,556,6,0,2,0,2,0,2,0,2,555,7,556,7,556,6,556,6,0,2,0,2,0,2
600,6,600,6,600,6,598,6,1,1,1,1,1,1,1,1,598,6,598,6,598,7,599,6,1,1,1,1,1,1
476,140,475,141,476,140,469,147,0,1,0,1,0,1,0,1,468,147,468,148,469,147,469,147,0,1,0,1,0,1
273,241,273,240,273,240,269,233,0,2,0,2,0,2,0,2,269,233,269,233,269,234,269,234,0,1,0,1,0,1
262,1,262,2,263,1,263,2,0,2,0,2,0,2,0,2,264,2,265,1,264,2,264,2,0,1,0,1,0,1
232,35,231,36,231,36,232,35,1,1,1,1,1,1,1,1,230,36,230,36,230,36,230,36,1,0,1,0,1,0
237,166,236,167,241,170,241,170,0,1,0,1,0,1,0,1,241,172,241,172,240,173,241,172,0,2,0,2,0,2
276,221,276,222,271,218,270,219,2,1,2,1,2,1,2,1,271,219,271,218,271,218,271,218,2,1,2,0,2,1
270,320,270,320,263,315,263,315,1,1,1,1,1,1,1,1,261,316,262,315,261,316,261,316,1,1,1,1,1,1
252,343,252,342,255,347,255,347,0,2,0,2,0,2,0,2,256,345,255,347,255,347,255,346,0,2,0,2,0,2
261,323,261,322,259,319,258,321,0,2,0,2,0,2,0,2,258,318,258,319,258,319,258,318,0,2,0,2,0,2
272,0,272,0,272,0,271,1,1,2,1,2,1,2,1,2,271,1,271,1,271,1,271,1,1,3,1,3,1,3
228,35,228,34,227,35,227,35,1,1,1,1,1,1,1,1,227,36,228,34,227,35,227,35,1,2,1,2,1,2
7,228,7,228,7,228,7,229,1,2,1,2,1,3,1,3,7,228,7,229,7,229,7,229,1,3,1,3,1,3
6,229,6,229,6,229,5,229,5,2,5,2,5,2,5,2,6,228,6,228,6,228,6,229,5,2,5,2,5,2
234,28,234,27,235,26,235,26,1,1,1,1,1,1,1,1,236,26,236,25,236,25,236,25,1,1,1,1,1,1
261,2,261,2,261,2,261,2,0,2,0,2,0,2,0,2,261,3,261,2,261,2,261,2,0,2,0,2,0,2
257,3,257,3,258,2,258,2,0,3,0,3,0,3,0,3,258,2,258,2,258,2,258,2,0,3,0,3,0,3
261,1,261,2,261,1,261,1,1,1,1,1,1,1,1,1,261,2,261,2,261,2,261,1,1,1,1,1,1,1
269,2,268,3,268,3,269,2,0,2,0,2,0,2,0,2,268,3,268,2,268,3,269,2,0,1,0,1,0,1
255,2,256,2,256,1,255,2,0,2,0,2,0,2,0,2,254,2,254,2,253,2,253,2,0,2,0,2,0,2
255,2,255,3,255,3,254,4,0,1,0,1,0,1,0,1,257,3,257,3,258,3,258,3,0,1,0,1,0,1
245,21,245,20,245,20,245,20,1,2,1,2,1,2,1,2,244,21,244,21,244,21,244,21,1,1,1,1,1,1
217,37,217,37,217,37,217,37,0,2,0,2,0,2,0,2,218,36,218,36,218,36,218,36,0,2,0,2,0,2
