1267,538,1269,548,1271,548,1274,547,7,2,7,2,7,2,7,2,1274,548,1274,548,1275,546,1275,547,7,2,7,2,7,2
1170,632,1154,638,1144,632,1141,637,5,3,5,3,5,3,5,3,1142,637,1143,637,1143,637,1144,637,5,4,6,3,6,3
1428,756,1414,750,1409,742,1400,736,6,2,5,3,5,3,5,3,1399,736,1400,735,1399,736,1399,736,5,3,5,3,5,3
2003,705,2003,705,2004,704,2003,705,3,3,3,3,3,3,3,3,2004,704,2005,704,2004,704,2003,704,3,3,3,3,3,3
2147,631,2148,631,2149,631,2148,632,4,2,4,2,4,2,4,2,2149,632,2149,631,2150,631,2149,631,3,3,3,2,3,2
2306,522,2306,523,2306,522,2306,522,4,2,4,2,4,2,4,2,2306,523,2305,523,2306,522,2305,523,4,1,4,1,4,1
2285,553,2286,553,2285,554,2285,553,5,2,5,2,5,2,5,2,2282,555,2282,554,2282,553,2281,555,5,2,5,2,5,2
1519,1075,1523,1075,1542,1083,1556,1097,8,4,8,4,8,4,8,4,1556,1098,1556,1098,1557,1097,1557,1097,9,3,9,3,9,3
1962,870,1957,873,1956,873,1954,856,3,3,3,3,3,3,3,3,1953,857,1953,856,1953,857,1953,857,3,3,3,3,3,3
2218,702,2201,694,2163,689,2153,686,3,3,3,3,3,3,3,3,2153,685,2153,685,2152,686,2152,685,3,3,3,3,3,3
2196,672,2196,673,2195,674,2208,672,3,3,3,3,3,3,3,3,2210,672,2210,672,2211,672,2212,670,3,3,3,3,3,3
2144,760,2151,758,2137,758,2119,761,3,2,3,2,3,2,3,2,2119,760,2120,760,2119,760,2120,759,3,2,3,2,3,2
2001,780,1994,770,2004,775,2007,773,2,3,2,3,2,3,2,3,2007,773,2007,774,2007,774,2007,774,2,3,2,3,2,3
1990,898,1984,895,1965,890,1950,873,9,4,9,4,9,4,9,4,1950,873,1951,871,1950,872,1951,872,9,4,9,4,9,4
1783,663,1782,664,1782,665,1783,663,4,2,4,2,4,2,4,2,1784,664,1784,663,1783,664,1783,664,4,2,4,2,4,2
1765,781,1765,781,1765,781,1765,781,5,2,5,2,5,2,5,2,1765,781,1765,781,1765,781,1764,782,5,2,5,2,5,2
2053,630,2053,631,2053,631,2053,631,8,5,8,5,8,5,8,5,2053,632,2053,632,2053,632,2053,632,9,3,9,3,9,3
2049,680,2050,681,2051,680,2051,681,4,3,4,3,4,3,4,3,2054,680,2055,679,2056,679,2056,679,4,4,4,4,4,4
2125,607,2126,606,2125,606,2147,613,5,3,5,3,5,3,5,3,2147,614,2147,613,2146,614,2146,614,5,3,5,3,5,3
1949,882,1935,871,1911,863,1899,865,4,3,4,3,4,3,4,3,1900,863,1899,864,1899,864,1898,864,4,3,4,3,4,3
1713,1087,1728,1101,1748,1107,1748,1116,3,3,3,3,3,3,3,3,1749,1117,1750,1116,1750,1116,1750,1116,3,3,3,3,3,3
1508,1200,1490,1192,1481,1178,1475,1165,2,3,2,3,2,3,2,3,1475,1165,1475,1165,1476,1164,1475,1165,2,3,2,3,2,3
1391,788,1390,790,1390,790,1390,790,4,3,4,3,4,3,4,3,1389,792,1389,791,1389,791,1388,793,4,3,4,3,4,3
1973,639,1977,641,1987,645,2005,651,3,3,3,3,3,3,3,3,2007,649,2007,648,2007,648,2007,649,3,3,3,3,3,3
2415,605,2395,602,2393,588,2379,576,3,3,3,3,3,3,3,3,2379,575,2379,576,2379,575,2379,576,3,3,3,3,3,3
1543,877,1543,878,1544,877,1544,877,3,3,3,3,3,3,3,3,1542,880,1543,878,1543,879,1542,880,3,4,3,4,3,4
1188,911,1188,911,1188,912,1188,911,2,2,2,2,2,2,2,2,1188,913,1188,914,1187,914,1188,914,2,2,2,2,2,2
1247,938,1247,939,1248,938,1248,938,4,2,4,2,4,2,4,2,1249,937,1249,938,1249,937,1248,938,4,2,4,2,4,2
