76513,128138,148917,2047,428,301,817,342,26569,338,139,195,38,24,53,33,407,200,36417,947
0,1.84467e+19,0,1.84467e+19,0,1.84467e+19,0,1.84467e+19,0,0,0,0,0,0,0,0,0,1.84467e+19,0,1.84467e+19
