1.06775,0.308515
0.933556,0.921794
0.930644,0.923175
0.951117,0.931836
0.951441,0.940553
0.939409,0.930673
0.938967,0.936373
0.954137,0.937637
0.936059,0.933284
0.957653,0.938397
0.938201,0.929022
0.937865,0.933495
0.936028,0.923929
0.940936,0.929069
0.940699,0.929972
0.945179,0.914948
0.943279,0.929782
0.937206,0.927862
0.945346,0.932401
0.936872,0.929791
0.945103,0.927905
0.939705,0.928593
0.933833,0.928807
0.939465,0.928225
0.939359,0.92795
0.942195,0.926189
0.935587,0.927988
0.937877,0.931951
0.923255,0.934152
0.939275,0.92777
0.943485,0.931038
0.938612,0.92816
0.94733,0.934205
0.940682,0.928985
0.941623,0.93034
0.93638,0.929713
0.940334,0.928642
0.941433,0.931479
0.939531,0.929325
0.939233,0.929764
0.92946,0.935109
0.940894,0.9289
0.941217,0.922836
0.950739,0.924234
0.935988,0.933657
0.944856,0.931453
0.939229,0.929844
0.937651,0.926437
0.940035,0.928037
0.937643,0.929308
0.941703,0.929896
0.940844,0.928969
0.94048,0.931187
0.943545,0.953928
0.940879,0.925285
0.937527,0.931947
0.943043,0.926411
0.941685,0.928806
0.93975,0.934463
0.940438,0.926938
0.939126,0.925381
0.9403,0.930054
0.938638,0.931531
0.939521,0.929112
0.806278,0.820929
0.883626,0.877936
0.93895,0.927873
0.938042,0.929244
0.943129,0.930752
0.938563,0.928074
0.975465,0.96292
0.949798,0.938122
0.95034,0.938991
0.945878,0.930847
0.962822,0.94043
0.99009,0.975731
0.989386,0.97683
0.989354,0.976078
0.980856,0.976395
0.988465,0.977381
0.987624,0.976041
0.98867,0.97899
0.787512,0.791117
0.577367,0.581418
0.592648,0.591515
0.587275,0.5869
0.588186,0.587544
0.585095,0.581372
0.601206,0.600254
0.585718,0.585127
0.588957,0.598237
0.590548,0.588984
0.582668,0.584462
0.592135,0.59214
0.590048,0.596008
0.585074,0.599034
0.582536,0.586996
0.597955,0.595875
0.601185,0.602842
0.586201,0.585234
0.580992,0.581187
0.587679,0.587485
0.582918,0.582267
0.599736,0.587006
0.592433,0.590627
0.592635,0.596057
0.606759,0.605987
0.600966,0.60137
0.589736,0.58867
0.592925,0.590532
0.592901,0.58604
0.594706,0.596819
0.591944,0.591703
0.593612,0.593218
0.582204,0.581893
0.593885,0.587349
0.583451,0.582289
0.589547,0.589298
0.589211,0.584268
0.603647,0.600609
0.587742,0.587653
0.585546,0.583702
0.599108,0.597723
0.591257,0.589577
0.58715,0.600636
0.579392,0.595613
0.58077,0.572686
0.585686,0.582363
0.594676,0.588307
0.584983,0.58345
0.586875,0.584156
0.587669,0.584157
0.591175,0.587955
0.591841,0.591138
0.57735,0.5764
0.594463,0.589148
0.599586,0.603193
0.595011,0.603518
0.601336,0.599776
0.587947,0.582677
0.582785,0.588614
0.592685,0.590075
0.582175,0.58008
0.594998,0.595013
0.583349,0.573058
0.587068,0.582508
0.592759,0.592971
0.575389,0.575719
0.599664,0.600498
0.584573,0.583762
0.591414,0.589935
0.601553,0.599685
0.580894,0.590923
0.592537,0.592553
0.582991,0.580072
0.590322,0.5857
0.595184,0.593139
0.591095,0.590685
0.596946,0.595352
0.61807,0.61382
0.597667,0.599682
0.600037,0.599093
0.586223,0.588178
0.593275,0.589971
0.580663,0.58298
0.584781,0.572017
0.600748,0.587195
0.579881,0.576694
0.594443,0.59134
0.594079,0.587994
0.621877,0.607015
0.601148,0.601754
0.593137,0.590337
0.59977,0.584096
0.586719,0.58691
0.572214,0.569084
0.584071,0.581884
0.572712,0.558129
0.581855,0.57237
0.574495,0.572698
0.579034,0.579398
0.587493,0.583061
0.574463,0.572601
0.569384,0.570362
0.59786,0.595172
0.593771,0.576687
0.59171,0.589489
0.582136,0.591161
0.569038,0.573984
0.595888,0.58955
0.593809,0.58243
0.612881,0.612047
0.60098,0.599825
0.613764,0.601266
0.592971,0.605436
0.597793,0.595574
0.588276,0.587731
0.582893,0.582067
0.596724,0.598065
0.607309,0.600272
0.608183,0.607976
0.601538,0.601256
0.594489,0.593273
0.582418,0.578721
0.599881,0.596475
0.593802,0.594784
0.602954,0.601506
0.592041,0.591136
0.604338,0.601433
0.60395,0.602433
0.596383,0.594838
0.589307,0.587509
0.597792,0.590112
0.594474,0.59303
0.605876,0.603383
0.575957,0.581446
0.599426,0.600847
0.583271,0.582826
0.59851,0.597107
0.794819,1.07719
1.37537,1.34676
1.37865,1.35034
1.3752,1.345
1.37573,1.34901
1.37042,1.34918
1.37735,1.34579
1.3774,1.3455
1.33996,1.34479
1.37112,1.33005
1.37073,1.34195
1.36985,1.34177
1.37527,1.34873
1.32552,1.29478
1.36369,1.32745
1.39268,1.35976
1.33726,1.30855
1.33838,1.30536
1.33744,1.30693
1.34592,1.31411
1.33465,1.30874
1.33124,1.29344
1.38199,1.34592
1.35525,1.32167
1.36114,1.32652
1.36678,1.33966
1.36631,1.33664
1.36843,1.33871
1.36891,1.34161
1.37251,1.34354
1.36217,1.34046
1.36957,1.33861
1.36204,1.33556
1.33691,1.3367
1.36606,1.31885
1.36688,1.34587
1.37244,1.34168
1.3715,1.34352
1.38156,1.35447
1.39514,1.35961
1.39426,1.36143
1.38856,1.35288
1.33687,1.30693
1.3371,1.30256
1.34867,1.31112
1.33705,1.31091
1.36271,1.32983
1.33368,1.31382
1.28204,1.27683
0.582934,0.581252
0.585275,0.580083
0.588483,0.590088
0.591809,0.584886
0.588957,0.585856
0.592244,0.590496
0.596318,0.592889
0.590755,0.588496
0.597649,0.591917
0.58904,0.587856
0.586108,0.586829
0.589872,0.583715
0.581667,0.579734
0.587584,0.582774
0.581393,0.578383
0.586778,0.585163
0.586559,0.583163
0.577827,0.577843
0.583321,0.581158
0.582161,0.578692
0.585586,0.582886
0.586078,0.582534
0.592417,0.577977
0.595983,0.590786
0.590346,0.586228
0.585695,0.585834
0.592439,0.588799
0.591043,0.586835
0.601883,0.598037
0.590483,0.585201
0.590262,0.586179
0.587467,0.585435
0.590697,0.584532
0.589531,0.595828
0.588646,0.588571
0.592837,0.589939
0.592693,0.590081
0.591899,0.588806
0.586498,0.579977
0.591708,0.588725
0.591316,0.589185
0.588452,0.585792
0.591337,0.587039
0.590884,0.588578
0.590036,0.593211
0.60128,0.585611
0.607143,0.582941
0.595135,0.597594
0.585897,0.576315
0.586776,0.582292
0.584576,0.58642
0.583784,0.587143
0.590761,0.587002
0.589208,0.586239
0.596325,0.582896
0.59207,0.587578
0.596912,0.601509
0.586827,0.580832
0.552916,0.551989
0.552337,0.540788
0.560373,0.552284
0.577333,0.571004
0.595993,0.597515
0.595161,0.591844
0.592259,0.584691
0.591627,0.589393
0.587426,0.590031
0.592945,0.590166
0.596031,0.593906
0.593468,0.589855
0.593688,0.589983
0.592545,0.584105
0.593265,0.588325
0.595558,0.592301
0.591298,0.588784
0.591984,0.588641
0.596235,0.593697
0.591434,0.587441
0.587586,0.589381
0.593385,0.589417
0.59413,0.591138
0.593904,0.591048
0.591015,0.587962
0.594848,0.592074
0.587468,0.581664
0.625179,0.627878
0.590998,0.587372
0.592264,0.588877
0.594515,0.591467
0.650559,0.685684
1.09092,1.06629
1.10712,1.08042
1.11585,1.08056
1.10551,1.07704
1.11434,1.08284
1.11518,1.08189
1.11292,1.07972
1.09799,1.0857
1.12134,1.08861
1.11262,1.08298
1.11334,1.08287
1.11328,1.08295
1.10431,1.07541
1.09084,1.06308
1.09379,1.0628
1.09486,1.06578
1.09867,1.06743
1.0957,1.06432
1.09522,1.06341
1.07323,1.06788
1.10728,1.07753
1.12601,1.10435
1.12981,1.10645
1.1281,1.1071
1.12829,1.10417
1.13161,1.10678
1.12415,1.1079
1.1333,1.11012
1.14385,1.12141
1.15226,1.12874
1.15257,1.12903
1.15267,1.12876
1.15019,1.12406
1.1481,1.11708
1.14345,1.11725
1.13063,1.10563
1.13047,1.10686
1.13124,1.10568
1.131,1.1067
1.13197,1.10836
1.12708,1.10777
1.13688,1.11357
1.11042,1.08124
1.0987,1.06926
1.12996,1.09923
1.11254,1.08305
1.12094,1.08907
1.11122,1.08261
1.11081,1.08189
1.11715,1.08913
1.11473,1.0858
1.12173,1.09366
1.11433,1.08632
1.11604,1.09176
1.12513,1.09686
1.11657,1.08909
1.1071,1.07785
1.10601,1.0727
1.09375,1.06311
1.1197,1.09103
1.13062,1.10386
1.13148,1.10831
1.12577,1.11048
1.13285,1.1007
1.13034,1.10673
1.12978,1.10583
1.12867,1.1114
1.13681,1.1106
1.13273,1.10625
1.13108,1.10549
1.13064,1.10613
1.29338,1.32003
1.66801,1.63399
1.67034,1.63607
1.66781,1.63522
1.66783,1.63551
1.09203,1.04655
0.811883,0.823521
0.810144,0.824071
0.83164,0.840755
0.815895,0.832873
0.810309,0.823334
0.823986,0.833883
0.818325,0.831078
0.804271,0.816943
0.805571,0.818484
0.805851,0.815806
0.809438,0.812795
0.808262,0.810999
0.828789,0.831817
0.811259,0.825906
0.805928,0.818386
0.806969,0.820243
0.806329,0.819122
0.805256,0.816681
0.818312,0.829831
0.813006,0.824027
0.808395,0.815439
0.81376,0.817356
0.804118,0.815655
0.808423,0.819279
0.812252,0.823186
0.807468,0.817683
0.804067,0.817135
0.814222,0.831137
0.807008,0.814161
0.808241,0.822623
0.939882,0.930082
0.972277,0.967296
0.981731,0.974724
0.987265,0.979529
0.984358,0.97769
0.984791,0.977423
0.977306,0.970123
0.991177,0.982286
0.998173,0.979459
0.986073,0.97052
0.97725,0.969598
0.982111,0.978048
1.10126,1.08241
0.994753,0.985102
0.984741,0.981603
0.983261,0.975792
0.977387,0.969865
0.818794,0.830428
0.808528,0.820434
0.803425,0.818884
0.811192,0.823265
0.810107,0.825709
0.805879,0.815766
0.81724,0.828646
0.807083,0.827586
0.80554,0.814522
0.808452,0.821101
0.805527,0.823989
0.805277,0.817105
0.815546,0.82508
0.814748,0.817631
0.810983,0.813831
0.808483,0.812928
0.814989,0.817283
0.812309,0.815876
0.820156,0.791641
0.814044,0.818076
0.800607,0.816058
0.804872,0.816225
0.81113,0.822491
0.824095,0.83337
0.802083,0.817309
0.808386,0.822483
0.780096,0.818079
0.65282,0.669492
0.673685,0.669258
0.76358,0.761897
1.58565,1.44784
1.68936,1.64823
1.69036,1.65009
1.68843,1.6202
1.69212,1.64766
1.69566,1.65058
1.69626,1.64841
1.69095,1.64761
1.70487,1.66293
1.68784,1.65389
1.67964,1.64135
1.68158,1.63796
1.67819,1.6418
1.68378,1.64442
1.68166,1.64007
1.65788,1.62442
1.68552,1.64563
1.68252,1.64678
1.68658,1.6491
1.68432,1.64606
1.68346,1.64636
1.68314,1.64578
1.67847,1.64099
1.68717,1.6451
1.68531,1.64517
1.68944,1.64863
1.6959,1.65409
1.69284,1.64871
1.686,1.64574
1.68611,1.64801
1.68527,1.64717
1.68557,1.64625
1.68587,1.64724
1.68285,1.64459
1.67975,1.64029
1.68356,1.64437
1.68406,1.6428
1.67962,1.64329
1.68511,1.64602
1.49878,1.47881
1.12192,1.10276
1.12125,1.10534
1.12143,1.10566
1.1209,1.10541
1.11945,1.10557
1.12143,1.10575
1.12109,1.1057
1.11116,1.09252
0.808899,0.808199
0.800498,0.796154
0.803726,0.798857
0.7938,0.791313
0.781512,0.789264
0.802485,0.802758
0.797643,0.79399
0.803247,0.799807
0.816851,0.810211
0.809051,0.804114
0.819956,0.816496
0.802231,0.798374
0.804674,0.800801
0.805113,0.801775
0.81305,0.809665
0.817458,0.816351
0.803726,0.803968
0.795418,0.791684
0.795632,0.790286
0.807621,0.807797
0.813256,0.808831
0.807511,0.806444
0.80446,0.801519
0.796402,0.793381
0.801053,0.798212
0.794372,0.792076
0.800165,0.796348
