0.325197,1.01471,1.05773,0.297424,0.421742,0.399924,0.420527,1.00327,0.889143,0.875003,1.05912,0.752788,0.326583
0.229079,0.229001,0.227348,0.226557,0.504529,0.759817,0.764292,0.767857,0.225948,0.226483,0.224926,0.224337,0.524341
0.210298,0.211486,0.210224,0.210903,0.556361,0.823521,0.823468,0.821451,0.213018,0.214541,0.213879,0.214377,0.561491
0.243148,0.245332,0.240204,0.239945,0.26804,0.351448,0.342302,0.347395,0.243754,0.240311,0.244673,0.245385,0.303679
0.274114,0.280317,0.285269,0.286389,0.267782,0.340791,0.339446,0.345833,0.280385,0.282023,0.291693,0.292211,0.26742
0.333776,0.336995,0.336795,0.340071,0.264053,0.336026,0.330931,0.337375,0.333225,0.336209,0.34029,0.334253,0.261385
0.338676,0.33717,0.335414,0.334329,0.268495,0.334507,0.332112,0.333155,0.338082,0.333261,0.334334,0.333331,0.266234
0.333617,0.338152,0.337853,0.333436,0.269511,0.334525,0.331432,0.332764,0.337603,0.332219,0.332229,0.333981,0.261957
0.333162,0.333811,0.333815,0.338106,0.26531,0.342659,0.334458,0.33522,0.332822,0.336603,0.334748,0.333947,0.26829
0.330752,0.338271,0.338729,0.333744,0.265652,0.336907,0.334365,0.335019,0.330513,0.331757,0.344446,0.34371,0.265387
0.422377,0.389171,0.334034,0.338091,0.274332,0.33344,0.321055,0.340287,0.429913,0.432896,0.444878,0.447647,0.267035
0.438432,0.445621,0.446745,0.44839,0.267497,0.338887,0.335369,0.333956,0.441271,0.437112,0.44764,0.420808,0.267961
0.332741,0.340119,0.361488,0.362997,0.255981,0.32749,0.318968,0.319397,0.334805,0.330115,0.329535,0.332593,0.259287
0.334057,0.333783,0.337452,0.332892,0.263997,0.334039,0.332049,0.332985,0.329031,0.329459,0.332559,0.33077,0.266855
0.330894,0.334235,0.334745,0.333734,0.269136,0.343999,0.333425,0.337484,0.330341,0.334063,0.337391,0.332309,0.268276
0.329779,0.337076,0.333845,0.336255,0.26374,0.335324,0.332607,0.327196,0.333146,0.329376,0.33638,0.331058,0.261675
0.334411,0.333612,0.334862,0.333076,0.263579,0.334665,0.331326,0.332822,0.329405,0.333883,0.332351,0.33531,0.261088
0.331209,0.334385,0.333998,0.333072,0.269404,0.335118,0.334154,0.334873,0.335018,0.330935,0.337981,0.332161,0.266749
0.334757,0.338223,0.333306,0.33711,0.266562,0.334304,0.33243,0.333032,0.32988,0.330151,0.332183,0.336409,0.262529
0.329844,0.333419,0.333149,0.336493,0.26345,0.334909,0.33187,0.332148,0.332883,0.333257,0.332186,0.334817,0.261313
