0.384226,0.780382,0.944695,1.33233,0.63374,0.567296,0.528657,0.500189,0.303148
0.426954,0.665036,0.675587,0.683147,0.342832,0.348229,0.345104,0.345918,0.436301
0.432077,0.677839,0.685293,0.689889,0.352694,0.359721,0.357002,0.359107,0.442472
0.440377,0.673521,0.688294,0.659015,0.354766,0.365148,0.355425,0.363898,0.448032
0.439028,0.688975,0.69133,0.697322,0.353358,0.361153,0.362959,0.359278,0.448727
0.43276,0.676284,0.686443,0.683778,0.356792,0.365722,0.356554,0.364054,0.442807
0.442287,0.691477,0.694266,0.699966,0.355771,0.36237,0.364865,0.360822,0.450142
0.433295,0.678452,0.684169,0.694375,0.358522,0.359862,0.356776,0.363475,0.441012
0.435119,0.677769,0.683033,0.689334,0.351858,0.359218,0.361372,0.357437,0.443036
0.432913,0.679304,0.684191,0.696635,0.352702,0.36371,0.356567,0.363977,0.444315
0.436619,0.676684,0.681817,0.691334,0.357781,0.361389,0.361394,0.363915,0.440911
0.437087,0.684186,0.687528,0.69779,0.355159,0.362794,0.359357,0.365964,0.447815
0.438925,0.680732,0.693413,0.698564,0.355596,0.361958,0.358995,0.365764,0.446941
0.435821,0.67757,0.688628,0.696861,0.352108,0.359051,0.355105,0.356454,0.443452
0.437244,0.674254,0.647032,0.68405,0.351654,0.356627,0.355766,0.357266,0.447225
0.439048,0.669198,0.659458,0.688618,0.352111,0.35797,0.355569,0.362047,0.446221
0.434445,0.686149,0.695158,0.701372,0.352703,0.358978,0.356226,0.36229,0.441998
0.43879,0.687886,0.701208,0.704382,0.357118,0.364074,0.361379,0.362992,0.449226
0.432776,0.685184,0.687637,0.697477,0.354168,0.360334,0.357795,0.363975,0.440964
0.43827,0.68495,0.690789,0.696043,0.351773,0.359095,0.355189,0.357244,0.440959
0.439922,0.685482,0.695475,0.684988,0.35207,0.358155,0.354956,0.35682,0.42806
0.351639,0.487262,0.486304,0.480923,0.321103,0.333145,0.335002,0.336648,0.323633
0.328309,0.477533,0.47933,0.480281,0.322715,0.347055,0.341354,0.343575,0.326491
0.356713,0.659598,0.596554,0.612157,0.356689,0.370771,0.364716,0.366691,0.40399
0.433222,0.673459,0.68248,0.689969,0.362137,0.364797,0.35967,0.359392,0.438135
0.436001,0.677468,0.687758,0.693162,0.352187,0.359835,0.361806,0.357772,0.442571
0.436289,0.636618,0.682768,0.690182,0.354575,0.368431,0.346078,0.354445,0.44528
0.432037,0.683507,0.689119,0.691289,0.352525,0.367752,0.361506,0.35826,0.439986
0.436811,0.682331,0.688855,0.681022,0.353095,0.359887,0.362181,0.358752,0.444943
0.434602,0.688317,0.696378,0.702471,0.362924,0.364429,0.362409,0.36413,0.443141
0.438874,0.681266,0.669098,0.694023,0.353692,0.359291,0.361932,0.35783,0.447025
0.437038,0.68613,0.684902,0.691022,0.35834,0.365449,0.357031,0.358227,0.441963
0.434115,0.684322,0.686289,0.696002,0.358316,0.359757,0.35615,0.358198,0.444917
0.436335,0.675906,0.688778,0.68895,0.352198,0.365278,0.360856,0.358184,0.440084
0.550699,0.815595,0.818014,0.82466,0.36398,0.367163,0.360449,0.361662,0.560989
0.560628,0.829007,0.828967,0.829172,0.358147,0.360848,0.363647,0.359793,0.558255
0.557755,0.822196,0.822478,0.830144,0.357547,0.366707,0.365381,0.361223,0.561988
0.55732,0.829242,0.82945,0.833257,0.364395,0.361305,0.359062,0.361187,0.558277
0.560366,0.821813,0.813336,0.78786,0.354118,0.351559,0.362919,0.365646,0.564618
0.509271,0.774638,0.746428,0.682044,0.401146,0.364599,0.357194,0.359924,0.483356
