1.03252,0.972252,0.305876,0.175892,0.104446
1.12922,0.966021,0.285287,0.10033,0.0796054
1.46607,0.959397,0.324091,0.0998224,0.116823
1.02299,0.988577,0.317638,0.0843919,0.0752963
0.840857,0.950384,0.280061,0.115501,0.252288
0.894607,0.891464,0.308968,0.10533,1.23462
0.753328,0.71196,0.336526,0.160145,0.402548
0.825067,0.712164,0.306675,0.0829749,0.132067
0.848244,0.738862,0.327134,0.0955215,0.172277
1.1341,0.870479,0.330586,0.0842639,0.0965965
0.860547,0.779036,0.304219,0.0857552,0.974981
0.902844,1.00106,0.265852,0.149268,0.667089
0.873423,0.952178,0.30068,0.176197,0.464992
0.861492,0.934713,0.308577,0.0788147,0.122635
0.987044,0.893252,0.783537,0.0919531,0.114056
0.991573,0.889309,0.302485,0.0801785,0.0912248
1.27006,1.07743,0.317115,0.133914,0.0959404
1.17022,0.869515,0.28646,0.167726,0.815483
0.983128,0.914982,0.301175,0.091992,0.395959
0.806027,0.711391,0.342738,0.129528,0.117992
0.988898,0.636033,0.352623,0.128666,0.241967
1.33924,1.22227,0.342453,0.0698518,0.0828957
1.25771,1.50452,0.346317,0.117674,0.0982547
1.04476,1.43902,0.345837,0.148964,0.648046
1.14572,1.44023,0.364081,0.0848841,0.476268
1.373,1.4022,0.349197,0.0924782,0.102207
1.2079,1.41163,0.345785,0.076236,0.261955
1.35257,1.42694,0.327102,0.116947,1.16185
1.33805,1.46138,0.387732,0.127,0.0732481
1.61699,1.46813,0.325408,0.156917,1.66688
1.48883,1.45475,0.303568,0.0905187,2.23189
1.76855,1.45051,0.355956,0.110787,2.20765
1.24139,1.46,0.36462,0.0773661,2.17667
1.34938,1.478,0.333631,0.156886,2.15364
1.19709,1.44675,0.335535,0.159499,1.93171
1.18041,1.47676,0.317328,0.145543,0.798328
1.15024,1.4675,0.323902,0.122493,0.753618
1.24045,1.44617,0.30817,0.0915075,0.122775
1.08309,1.4675,0.313668,0.075863,0.123472
1.03165,1.49055,0.327318,0.121293,0.11352
0.963081,1.48089,0.327419,0.152743,0.863319
