4517832,4532960,2544875,2593433
4231089,4182678,2484177,2493151
4362061,4256352,2575829,2536079
4386060,4476289,2550422,2515187
4363658,4370501,2512970,2521666
4397050,4351049,2455900,2464661
4399995,4434028,2539955,2503129
4388785,4368936,2546372,2546262
4509801,4359756,2534897,2501927
4396506,4487259,2498762,2540483
4282228,4343349,2476946,2514699
4374982,4438749,2510067,2516841
4423885,4508976,2569419,2577103
4304993,4430205,2496195,2464270
4350936,4349515,2497353,2499934
4347205,4473734,2524763,2567230
4974371,4818867,2545573,2549010
4513609,4401186,2478250,2484352
4431581,4321104,2528029,2507976
4431482,4279175,2519460,2533639
4336206,4358411,2517203,2527894
4291222,4387320,2510700,2487789
4385629,4284412,2518688,2491196
4432394,4340348,2537991,2540951
3856621,3796155,2472740,2448036
3813554,3930014,2474397,2475316
3906453,3981762,2469704,2513038
3808334,3751016,2502532,2510250
3888004,3860952,2492388,2506943
3723473,3701719,2463252,2434633
3782452,3911146,2458770,2504422
3944864,3936661,2476807,2644872
3954194,3817500,2427829,2600771
3862072,3888244,2502026,2512977
4058707,3902138,2476385,2567357
3825641,3871117,2565544,2482012
3831659,3837325,2543941,2560020
3709453,3655939,2499719,2432282
4115085,4185452,2570452,2598884
4537932,4422595,2504103,2592889
3941600,4038070,2499416,2505555
3533984,3488150,2689413,2729490
3839428,4118893,2504794,2497583
3971907,3962805,2817318,2822906
3661609,3664760,2871269,2792775
3625857,3736954,2517681,2441628
3717331,3703699,2540717,2543366
3908404,3987322,2466905,2558809
3931609,4009594,2607272,2618344
3756487,3699929,2511777,2440989
3767581,3735888,2452588,2627652
3685788,3773748,2467101,2643674
3774405,3846413,2668527,2505408
3819537,3704085,2531557,2453673
3870039,3867057,2529094,2456697
3857710,3798646,2364181,3195216
4294397,4442739,4550530,4616596
5347337,5380804,6166323,5947782
5177031,5292586,5989407,5928449
5196704,5256297,5995430,6011336
5206001,5204886,6031635,6049376
4587125,4651184,3697954,3807123
4218631,4372199,3482678,3838587
4024965,4204052,4634524,5072482
5117187,5038453,7329535,8008410
5174271,4565723,7564198,7194455
4561005,4981859,6892273,6789969
5791498,5292567,7705605,7264231
4891441,5269401,6918765,6946160
5256959,4853817,6206309,6356066
4336142,4637622,6015637,5513957
5018772,4314592,6128485,5931628
4528796,4696069,5897235,6049072
4673118,4549769,6780699,6328564
4732154,4542519,6441226,6441753
4563847,4945044,6150777,6255513
4672855,4695443,5615030,6607294
3945958,3996731,5791409,5379093
5093323,4760655,6699076,6224331
6388642,6448868,10908801,10852561
4510131,4455937,4182486,3919248
4492262,4364231,3876110,4001639
4351815,4092548,4272437,3859326
4141423,4338033,3831714,3827915
4400094,4397825,3890007,3844509
4145846,4383897,3868281,3902905
4727728,4759937,4080356,4185711
5043911,4945087,4237153,4283188
4409360,4498411,4158639,4091354
4313338,4306295,4174608,3994737
5017831,5116379,4682750,4743257
5261965,5275428,4929153,4728703
5581669,5518803,5116538,4940121
5426604,5477127,4785401,4841987
4202725,4413383,4718229,4557646
4148914,4252231,4278126,4333804
4437505,4296731,4645481,4772410
4303675,4409787,4440553,4608020
4330218,4176077,4656413,4543344
4683998,4841745,6884097,6857318
5124012,4519481,6446857,6759230
4704363,4544869,6081209,6321199
6127562,5834256,10729398,10426868
6478607,6484011,11422509,11397568
6386184,6223633,10765552,10412335
6351980,6340931,10906366,10557884
6339512,6160642,10373584,10439815
6240633,6390348,10896608,10821929
5581379,5347961,8796999,7461821
4697266,4843600,6976482,7860586
5239390,5216354,7574863,7112570
4952638,5272575,7333382,7197135
4874542,5014246,7891810,7624434
4561930,4484728,5265766,5392937
4196135,4210874,4651327,4722891
4463588,4281412,5084909,4627756
4179221,4126349,4868329,4793014
4079805,3990023,4164318,4062924
4653144,4762330,3385680,3653655
4219026,4833139,32144,10871
4239322,4223069,48523,8295
3918078,4052293,42788,8287
4039540,4335095,48664,7747
5088383,4953950,51301,7917
6624246,7369785,72216,13289
8051629,8460779,67718,14674
6744667,6608595,68680,10928
10050776,9726491,82978,14625
10207155,10488918,86477,21740
10349023,10298607,83609,15266
11800496,11626504,100490,19957
9150349,9244711,76295,14815
8226215,8267021,71955,16331
8530125,8394904,76296,13089
8361562,8365929,87166,61120
8243833,8270051,82544,59119
8444917,8449666,80989,11371
9556289,9603140,85719,15459
8523562,8320430,74394,20376
11800148,11788453,81378,63904
12166227,12256328,86581,20733
11597124,11694638,81401,75912
11799156,11809997,91490,13405
11688527,11712871,93101,32087
13031907,13095075,88666,27694
14303185,14468593,83691,62893
11782334,12037454,85913,14891
13419718,13275989,91254,24036
11690638,11605482,83556,19011
10285051,10251248,95180,21298
10268954,10334087,86062,16921
8331686,8333024,85488,14142
8392112,8386220,73652,12874
10667082,10721154,79545,15125
10318251,10282145,85357,87122
10367143,10328597,81904,21936
11501074,11209545,83079,14689
10225480,10148008,94427,23289
10339351,10408818,81581,22194
10341608,10170409,87238,34169
11858301,12055023,84909,16691
10468607,10655363,78916,36777
8278365,8282343,76508,12019
8330839,8311230,71014,29085
10425913,10414350,86126,14934
11734224,11611256,79011,38545
12960197,12784796,86380,16430
9368959,8921449,89239,26453
8702685,8660491,74672,15671
8527136,8521889,78809,36043
8901100,8837836,77529,14597
10465050,10452785,71139,13952
10630019,10631133,78513,15125
10376594,10406083,74651,79970
8864852,8796352,74289,21377
10761114,10797275,77029,15959
10703661,10684281,79018,15714
11740715,11686295,86631,20945
11666403,11488989,81349,19686
8685315,8697329,71100,25142
8689675,8702225,64455,12416
8839823,8758700,67986,16460
10992494,11002114,78463,14348
12129893,10320701,70629,14429
12610209,11661078,76985,12213
9822453,9866777,64580,11989
9040095,9014489,62242,10515
9784826,9781915,68320,16429
9982013,9862264,73211,12150
11098740,11285573,87330,24787
10870367,10598077,75518,20733
9031997,9089417,77516,18860
13842558,13737827,73334,58656
9792812,9475970,71132,16955
11063474,11260492,73454,12944
11305008,11452457,90289,20209
11478216,11382170,76545,12646
11255217,11306826,82047,25232
11273698,11275313,75286,13171
14288430,14291747,78880,20901
14503544,14570752,75848,54696
12748083,12773762,75895,14123
12805689,12846981,70086,12086
11588154,11570925,67454,50148
10995625,11024891,74120,12526
11009011,11127979,84905,62087
9166684,9088949,68277,23966
12079365,12021458,83229,54327
10941617,10969312,78429,75925
11076961,11100277,73086,57019
8717588,8844280,62860,13836
8493976,8426052,67377,11187
7631064,7680689,57162,9210
8599782,8584088,65013,75053
9329790,9247955,70796,20699
8634372,8851242,69552,14189
8858377,8776709,67346,10756
7900598,7913980,64748,11195
7592394,7509672,57723,11013
7488802,7439598,69254,11061
9771441,9682795,70819,14784
10352709,10427384,86231,19614
12922274,13036362,78271,19187
10605777,10752389,78490,67789
9100766,9099657,61615,26155
10553481,10642630,82562,13159
10484806,10484684,75497,11434
9601897,9705389,71452,13736
9815716,9741696,73584,15150
9689699,9538816,74038,13050
10674378,10507401,70273,9190
7933296,8023087,62026,11638
9180201,8988173,69137,23334
9286727,9256743,75843,80753
6605431,6899122,66702,18917
5727799,6557390,53280,9004
6582004,6540179,62281,20344
8309545,8412851,59000,10482
7859883,7738740,69460,11899
8626712,8669425,63378,9730
8542058,8537177,70277,10275
8690556,8712203,73140,11756
8560801,8401322,69967,23742
8343624,8443855,61515,9648
8121300,8224879,72204,15126
8717190,8688669,60628,10198
8604668,8560993,77891,25308
7845259,7908321,69975,11286
6869089,6916139,60400,9457
