204,142,949,510,684,380,530,403,25,17,27,18,36,16,17,21,257261,232948
0,0,0,1.84467e+19,0,1.84467e+19,0,0,1.84467e+19,0,1.84467e+19,0,1.84467e+19,0,0,1.84467e+19,0,1.84467e+19
