8823785,13246642,13241664,13411674,4887915,4983642,4971196,4923216,8849616
8827529,13315414,13300243,13429453,4965404,4918925,4897763,4922786,8825488
8892010,13276857,13180847,12916479,4967115,4845694,5002652,5020270,8911014
8126228,12710239,12005126,10778563,6112613,5112506,5018720,5043535,7627400
3955873,5031962,5030424,5058112,7331563,4566695,4580399,4661591,4096521
4009535,5063935,5177415,5103388,7459932,6905712,5791977,6495308,4147203
4096422,5110804,5171266,5216096,7455361,7738115,7668565,7715744,4244406
4087438,5159532,5195729,5165904,7547184,7705137,7785719,7839759,4314435
4435005,5582261,5659123,5683076,8174462,8388483,8414070,8402227,4591368
4415588,5569829,5649505,5635626,8223881,8443620,8371786,8450368,4640804
4393055,5588301,5713250,5711985,8170470,8408170,8436055,8468563,4598388
4444603,5636820,5656344,5678882,8211280,8441741,8383809,8414339,4618846
4402377,5628062,5694736,5694104,8142962,8377934,8397339,8434794,4573416
4444771,5586777,5658849,5497565,8198225,8436654,8203467,8315607,4612895
4451699,5541822,5645051,5648258,8180131,8362709,8405434,8393178,4586506
4404248,5559659,5665828,5664984,8165076,8447083,8386567,8455136,4592464
4390464,5442113,5531231,5391823,7780541,7961726,7817601,7768865,4254786
4028838,5110583,5188112,5215411,7549130,7696268,7741985,7745754,4196252
4083655,5143192,5235747,5181238,7508398,7760303,7711814,7719493,4204880
4059561,5186828,5182145,5249316,7529454,7733719,7739132,7785850,4267499
4051999,5125472,5154492,5182629,7541002,7743178,7726368,7750585,4196291
4032892,5161457,5215831,5208090,7546638,7810935,7889546,7979908,4444381
4399567,5456495,5517145,5410460,7833281,7902036,7885121,7762345,4222997
4037309,5095431,5164117,5169212,7464982,7703371,7714090,7710178,4227888
4041592,5137236,5213856,5152053,7547145,7693177,7691486,7721954,4172227
4046639,5143652,5177967,5108732,7504979,7620797,7453029,7737974,4153188
4044726,5104799,5205736,5134342,7555658,7720331,7689797,7751489,4195557
4034538,5156689,5187536,5224007,7554620,7694191,7745808,7680034,4207788
4019350,5020119,5072336,5011962,7585217,9315615,8644701,7801408,4094492
3921429,4709109,4750032,4720314,10357641,11338672,11317620,10572371,3759206
3572714,4725625,4765536,4719392,11166953,11413632,11348243,11376706,3627280
3610985,4693985,4747251,4685749,11044778,11187821,11219841,11245898,3685710
3942227,5108165,5106973,5135382,12114833,12367045,12309879,12329992,3986524
3935788,5152189,5106760,5137327,12143554,12409712,12378699,12531881,3946099
3906897,5150709,5100665,5088837,12103531,12321107,12287209,12278420,4000997
3927790,5200277,5195798,5134272,12315316,12482352,12430229,12472301,3987484
3902349,5084814,5146972,5125925,12101665,12287336,12282017,12285689,3997422
3909939,5023239,5096142,4981799,12248037,12314520,12318157,12366615,4065892
3868508,4993125,4969285,4938899,11566781,11644299,11553156,11489372,3719377
3617895,4660385,4701282,4679499,9598125,10193062,9431412,10998122,3707750
3702928,4686232,4735864,4730920,7478197,7638748,7682622,7697381,4027254
3816033,4948785,4942220,4959530,7550514,7740291,7756316,7786254,4129429
4096565,5144069,5170697,5259176,7472569,7676085,7684173,7746068,4158032
4014284,5127093,5181934,5178042,7547780,7756991,7742742,7715396,4239469
4071539,5122386,5225228,5232552,7492629,7710823,7688641,7764193,4181438
3745211,4800170,6327882,6848601,8078967,8335828,8599216,8560894,4190477
3848052,4666828,10345234,6696739,9872596,10424852,10116722,10726142,3843737
5073769,5189485,7129112,7087664,10855250,11045185,11015048,11079987,3145824
4785221,6220957,6184651,5895638,11022916,11147930,11249590,11266058,3165378
3852734,5811595,5731125,5741165,11385710,11528068,11530539,11529585,3686541
3843127,5726689,5500365,5505388,10858173,10969042,10812954,10647300,3410601
3539141,5335898,5239855,5261152,10481634,10670827,10619772,10594097,3398074
3549788,5344569,5294309,5154535,10567155,13270005,11769130,10680238,3400847
4266398,5563560,8798497,4683274,10144343,10371145,11525622,10296557,4056710
6600447,13698825,12705107,12564735,6998275,9117982,6928889,7955379,7399043
8239623,20505601,14252492,14672602,5859862,6330660,5929530,5961009,8514494
13194121,19935797,18686228,19212571,6433939,6601706,6503212,7448878,13464738
9987105,17732780,17625980,22531181,6364920,6481315,6363520,6907539,9660824
12811031,16575309,17016296,16785359,6322667,6447472,6311858,6225239,11556964
9347793,16574575,17134780,15760306,6179819,6093705,6961091,6036730,11707731
7029663,10505607,10515096,9587933,5986888,6192600,6092040,5379068,6466572
6587589,10011609,8974055,10021247,8578297,8921568,6333559,6433750,7238912
7032850,10343467,10292088,10327846,5885650,5854344,5751606,5799040,7450288
6858016,10328101,10378431,10336997,11883445,6753467,9036791,6848653,7438531
7077892,10117093,10378703,10375686,5733356,5900313,6804495,5866600,7440413
7202426,8988751,8867409,9944357,6084588,6256819,10645432,6343733,7280202
7434023,10377217,10024607,10433337,5700965,5886385,5742596,6495350,7502171
7229824,9991091,9365178,8973506,6183962,8986674,6353471,8331390,7335948
8080629,11042660,12599445,10885640,13202633,6961119,6908921,6992343,7949354
7814226,10558783,15160524,9614107,6717681,11717097,6890297,7018713,7815377
7312951,10800352,17700086,10092419,6268463,7403387,6487363,6493528,7398258
6522482,10416327,18352912,8785923,6304297,6555195,6475829,6515896,6772513
8094801,10564318,20454733,11336886,7129460,9684242,7302426,12624136,8223882
8012384,10800719,17198297,10819628,9362833,12283378,6852744,6805874,7483746
7407970,10227067,16393932,10216104,5765642,6883923,5965914,5982938,7433161
7568615,10627813,19301079,10733220,6558538,8348529,9289125,9111130,7709736
7491935,10266557,18617371,9216526,6445151,6698433,8961528,11373473,7596417
7571278,10530775,19023905,10631857,5629155,5859631,5812852,5858092,7656728
8334806,11746400,21014902,11631829,6112734,6369873,6312261,6351144,8330481
8269196,11482380,20987843,11577333,6211765,6550560,6594996,6629145,8552804
8256155,11506668,21050712,11577205,6221321,6481290,6317795,6354228,8309872
12998063,21340070,23687106,21686580,6271426,6315925,6399488,6431668,13436914
7060868,13062435,12997207,15029840,18483893,10895059,11422076,12417939,7755514
3329668,5632054,5990111,7367438,16134088,16941014,21612773,19977530,3293936
3224090,6129605,7672121,4822702,21430478,17210321,14733177,21739049,3319179
3155525,4743831,6726702,4373012,20475114,17047493,18597807,20536496,2911899
3133799,6411225,4516431,4433094,15491254,15314044,24224937,15260315,4024890
3358937,4796317,4966581,8876342,23112279,15695069,17195662,16178429,5398011
3150271,4026970,4055579,4115456,20138344,13832385,17804649,13140673,2919783
4437837,5439989,6152426,8817751,9667693,9632955,11078792,10175609,4973301
3882374,5776472,5712380,5715156,9348197,9236697,10023963,9514619,5910734
3845462,8053188,9622923,6022352,10238835,10980956,10947798,11107626,3944153
4196379,5949370,6309282,5809904,10861555,11148140,10937462,10706793,5128608
5385053,5747408,7877021,5758314,10147227,9388929,10220345,9336489,3894290
3548636,5228223,5299711,5313178,9470337,10429969,10420745,9673268,3377054
3569430,5218947,5306689,5314135,8921481,9037645,8962748,9670966,3393065
4367674,8040005,5588646,5594229,10280797,10206532,10481543,10961413,3640913
4971330,7888069,5666068,5739327,10493158,10494669,10585508,10514056,4552714
4129864,5662984,5673595,5609610,9505088,10466026,9579468,10305038,5710245
5477331,5659191,5802051,5611680,10442173,10484774,10426695,10502201,4600162
4127778,8754500,8729828,11480290,10523671,10014703,10465174,10410497,3982433
3675464,5608453,8482630,5608606,9165210,10144463,8450368,8293752,3507631
3723461,5750436,9283985,5897837,8240374,9401671,8901933,10469314,4858875
4402709,9548012,8374270,5950195,9970457,10134772,9703952,10475698,6674659
3982885,6060281,8195493,4988988,8597749,8764434,8754858,8691085,5119694
5245480,5285400,8950206,5266230,8454737,8691982,8644687,8738540,4281874
4131034,5150868,8933233,5242643,8390556,8676289,8414866,8586060,4250106
4125371,5645044,8772550,5213679,8997004,9231207,8646791,8699295,4239659
4177391,5166279,8835757,5468754,8418905,8618522,8681136,8777672,4263318
4137193,5184015,8818265,5210389,8400707,9086562,8790791,9316078,4250602
4003774,5071681,8154144,4967274,11479975,11756857,11887735,11493920,4474491
3562940,4348609,7117441,4519630,11388553,9563726,11375849,11403477,3745252
4273537,5516871,989028,6385634,2587475,10970,634339,4328039,13541
11247899,19683513,19294309,20805893,9030923,8486934,8992482,8440169,11191147
10768238,17488025,18018802,18347865,8161617,7103487,7597964,8164980,12209379
12657381,18846958,19758685,20138396,7329673,7650338,7380344,7800129,11795796
14127785,22369970,21881786,22288536,8668019,8413118,8656222,9490681,13990637
14000518,23481179,22089481,22242583,9696659,9265505,9738355,8783948,13376414
10060355,17145483,20656758,18450973,9350604,10838860,10605008,10379675,12745294
8005633,11686339,20151168,11729377,11600035,12661112,10951670,10432780,15222182
6621796,11622586,21339872,10940929,9772601,11749488,10629734,9998111,13487359
7893326,10977676,19145700,10541178,9428733,9797876,10584984,9771271,13800050
8104039,10437728,19072377,10217654,9308961,9795833,9597774,9709742,13555609
7578554,11136897,18337083,10305825,13024917,15274139,11061885,10997121,11650725
12770539,22678435,22981671,18723729,7878536,12315511,8092660,7412008,13876031
14138152,23135816,25683982,23482899,7285484,10198319,7260128,7260563,13636475
14599014,24272577,24757274,24700433,7671089,14019481,7676924,7659956,14239618
14419084,21865731,23449780,25635220,7273358,10167659,7353531,7291310,13601844
11581815,18877416,22828296,17775461,7137833,10635790,7212624,7920213,14731217
8191668,12079432,23109790,12056169,8955332,9643835,9268359,9574389,15471446
8290461,12113472,23170540,12116020,9152425,9524008,9409540,9487136,15500960
8276943,12050753,23197218,12139716,9146891,9536481,9421165,9493708,15543438
7386237,11527143,19578208,10517027,14304955,14101585,14562999,17002686,14424506
5615878,7896039,9092950,6749750,22342370,18879669,25929979,20756574,9101367
6487134,6645338,9006054,6652447,20474736,20661211,24375507,20499886,9231456
6812076,7383387,11382945,8860015,21706617,25596068,25360544,23637253,12124312
4905281,8614325,11654938,6973489,22320583,23398225,22189568,23403833,10330881
5747048,6636699,11058901,6658523,20197969,22755384,20217986,22878857,7970357
4991757,8539078,11171512,8342493,14020319,22639600,17002277,14420810,9077996
4810567,8872879,10625027,9547288,8879789,16537514,11030068,9375086,8179568
5763077,9323033,8614194,10258184,10250275,17564182,10751903,10011630,6393724
5532487,10117394,8362403,8406745,10806659,17727446,10929396,10891662,6025133
5489307,8869313,8319776,10056196,10970450,19834106,11080624,10922850,5870661
5518816,8656241,8117024,8345038,10799071,18243899,10918074,10174305,6366753
5743459,10303038,10623043,10649494,10370697,21839983,11151138,11113869,5970955
6114644,7693615,10781059,9737433,14465037,21012506,13456636,17484876,7637473
5727461,5953672,8008202,5840496,20123627,17639409,16325854,22607910,6676078
5580073,7514102,9822772,6300184,19909396,19458106,15471188,17215298,7059170
3974484,6705460,7886628,6514714,21817787,23920334,20319697,20670403,6353368
4544057,8771018,11250671,8088423,24643051,25652385,25595721,24172100,7452164
4059456,6846374,7649682,5248579,15255262,17482484,14892407,14325938,6664007
4343931,5592652,13448421,5195551,11819700,11504228,9174042,8781968,11479261
4869737,14409615,22903367,15683531,9013866,9719068,7377683,6754930,15644454
15437114,23449353,24755690,24456084,11097348,11865170,7245344,7178227,15544969
15000721,23830230,24005703,26315379,10708583,9112055,6936528,6971309,14630302
9059843,14399738,20448564,15364140,11053726,9355065,6700300,7856914,12894811
9660370,10551910,17756226,10567689,9336871,9774424,9639353,13885126,11258827
11994988,9031106,17248058,8872414,9205434,9595060,11551641,9547684,11952208
9923322,10283759,17179301,9705031,11350962,9540577,9410276,9471129,11351608
11218768,8662268,14273774,9539323,8842263,9157976,9065499,9133619,9956084
10389519,9715448,19104363,9747397,8974266,9401116,9260467,10805631,11171695
12502354,10309318,19114094,10571790,10517920,10919133,10749905,15862491,11380443
12388591,11158870,18075671,10975621,10732439,13186037,11158731,13008254,10701814
11247876,11512592,21875949,10138862,10413666,11964672,10746736,14824865,12727110
13364027,11788911,19967750,11417746,10242384,11175918,10480442,14468894,13270259
10258495,11024989,19223268,10368491,9682469,10126433,9952962,10919386,11469176
11332736,9710522,20484590,9285642,10195532,12075569,12045289,10514983,10939450
12614778,13600742,22134963,12685642,8779249,8871222,9026794,10122562,11889938
14287998,24386849,24472241,24471512,7823866,7969791,6365907,6187957,14584014
14394182,24149384,24374623,24486383,7869397,8010897,6199576,6155643,14395955
14363086,24297112,24470070,24397225,7840588,7967344,6231671,6217291,14482504
12618898,17682986,17201403,22145611,11933477,11981582,8463053,9397783,10846915
6602716,8910948,8976775,9942371,20913841,19136062,16795864,16614230,6357453
9265676,12679705,12758088,11061117,19015702,18779276,9786375,10580262,8874722
6424514,11611146,12748513,9892820,14739999,18387912,8913557,10446452,6496307
6958303,10903511,13926077,15192667,16567395,19170185,11167681,10371417,8566276
8073890,12205426,13314141,12298196,18368265,15232317,11937259,9711729,7247624
9132510,6596596,12769668,6511163,22331631,24790268,23605002,22583011,6211334
5958647,5730547,7449062,5492789,23923037,23461902,22646525,21548794,4841950
4666272,5475084,8285093,5315113,23343578,23516291,23753330,25001333,4744495
4693133,6940013,7281950,5362840,22907419,24272054,22816012,22821776,4801134
4798907,5415749,7502237,5367035,24724460,23848781,23477448,23704307,5979607
5028976,7259485,8637756,5731798,22399606,22455797,21909441,24439125,6113268
5269964,5487473,7068862,5374661,21658797,20215749,23441800,20105809,5514324
9303602,6446209,11260944,6483659,19991712,21429193,23320931,22169004,9396604
7297693,5619699,7764330,5774080,21217120,20090120,21882470,24085364,7277682
4699138,5280135,6815926,5236009,21197281,22464060,24836098,22872545,4817034
