0.858964,0.96343,0.939844,0.620764
1.15969,0.768675,0.821097,1.02129
0.953014,1.01077,0.95446,0.790372
1.06202,0.69955,0.628547,0.742472
1.37885,0.959392,1.12331,0.57289
0.848213,0.691959,0.959167,0.879737
0.957547,0.999839,0.913717,0.977244
0.975712,0.684136,0.78937,0.78322
0.792376,1.13242,0.87501,0.665865
0.877625,0.958472,1.03385,1.05698
0.82621,0.94545,0.798262,0.910224
1.05114,0.818326,0.978421,1.33296
1.01874,0.598309,0.942757,0.637904
0.597973,0.676034,0.513604,0.627648
0.932125,1.01784,0.960411,0.742433
0.775739,0.673797,0.889322,0.620146
0.642525,1.00112,0.606632,0.904792
0.82156,0.810093,0.764425,0.75067
0.747853,0.699253,0.893075,0.66696
1.00787,0.583291,0.937234,0.857605
1.10254,0.744098,1.2103,0.887888
0.811407,0.637544,0.562292,0.629832
0.99959,0.908083,0.7333,0.83582
0.670871,0.827237,0.569207,0.713953
0.841366,0.646059,0.874363,0.766476
0.773671,0.627981,0.696602,0.59573
0.937397,0.651625,0.679326,0.652737
0.845271,0.674793,0.754717,0.847657
0.82464,0.757081,0.735745,0.778177
0.611345,0.593482,0.756555,0.687325
0.842425,0.698088,0.774549,0.742393
0.954251,0.586577,0.871568,0.724572
0.896505,0.806149,0.716009,0.764313
0.821101,0.756527,0.698862,0.816037
0.549357,0.744208,0.609561,0.696822
0.784985,0.953946,0.64946,0.662365
0.69253,0.575124,0.564931,0.809494
0.88591,0.789493,0.85459,0.78547
0.967794,0.535061,0.829655,0.947969
0.72933,0.843223,0.687711,0.86189
0.761161,1.08051,0.755738,0.707694
0.915926,0.619167,0.898804,0.755421
0.725736,0.54397,0.743926,0.980908
0.734588,0.687048,0.865663,0.725217
0.812766,0.838281,0.900914,0.756604
1.0483,0.879209,0.969093,1.33098
1.01822,1.08433,0.816995,0.940036
0.661528,0.871907,1.22645,0.722932
0.675819,0.800744,0.875019,0.870002
0.944825,0.60638,0.808595,0.955738
0.77174,1.01232,0.719566,0.81006
0.643733,0.640736,0.763376,0.810923
1.10932,0.674127,0.969604,0.741744
0.849163,0.887897,0.777703,0.947297
0.940302,1.04626,0.915089,1.05175
0.782576,0.644092,0.793264,0.906937
0.657749,0.764973,0.714963,0.578575
0.757961,0.73841,0.657094,0.603425
0.622668,0.717468,0.629477,0.589321
0.836513,0.764148,0.743915,0.852808
0.913565,0.870135,0.918524,0.884389
0.774839,0.87219,0.856076,1.06631
0.822,0.822198,0.916995,0.725029
1.06857,0.814204,1.11438,0.878174
0.812373,1.20481,0.825723,0.884547
0.919682,0.922493,0.919353,0.923896
1.0509,0.774054,1.24357,1.14699
1.14333,1.00646,1.01295,0.929602
1.2584,1.02259,1.11752,1.08225
0.964873,0.989902,0.971677,1.05852
1.03351,1.15579,1.09999,1.06376
1.1215,1.08934,0.914013,1.1258
1.14994,1.20917,1.25896,1.15876
0.795128,1.10422,0.776729,1.11897
1.00957,0.835458,0.752841,0.855245
1.05315,1.0873,1.21109,0.886457
1.1302,1.12631,1.04885,1.17877
1.05686,0.87718,0.918091,0.91496
1.06777,1.17517,1.03827,0.985806
1.16507,1.00745,1.07719,1.04444
0.87889,0.944521,0.879405,0.873737
1.00933,0.817759,1.0671,1.05595
1.00469,0.93151,1.08851,1.05701
1.27598,1.16482,1.10238,1.18699
1.04011,1.08253,1.13418,1.07835
1.09746,0.917386,1.19289,1.1441
1.20266,0.938003,1.16133,1.22781
1.02181,0.927713,1.0681,1.06872
1.14628,1.26478,0.979266,1.00152
1.34739,1.18014,1.08775,1.21609
0.984098,1.27256,1.09688,1.09844
0.835878,0.965729,1.116,0.987546
0.829379,1.12363,0.933066,0.948538
1.12867,1.16487,1.2187,0.990518
0.988554,0.988561,1.19552,1.07322
1.1132,1.1548,1.3295,1.08088
1.08321,1.13479,1.11819,1.07104
1.02347,1.09883,1.10703,1.1038
1.02169,0.931485,1.09266,1.06742
0.984035,0.939427,1.10309,0.963054
0.878339,1.1432,1.10493,1.05221
1.33708,1.18116,1.30592,1.08523
