4660182,7193066,5073796,15046643
14007991,14050928,14465723,14205564
11295861,11195017,11201170,11691813
13756258,13663089,13692612,13747306
13758244,13732687,13713060,13765812
13799563,13770364,13737876,13779032
13809734,13756667,13748311,13777373
13803672,13758692,13739932,13777157
13778805,13774718,13739909,13779330
13811731,13774575,13752969,13744563
13795320,13763903,13750730,13787434
13835747,13763770,13744437,13772800
13794817,13763147,13749884,13759573
13798675,13765593,13749429,13788138
13813019,13776170,13761712,13791843
13776622,13655320,13719132,13747241
13799015,13752498,13741158,13776228
13802660,13759592,13736850,13776357
13794983,13761904,13743030,13785853
13793173,13758551,13747675,13776948
13805185,13769642,13751248,13782397
13803381,13756870,13735988,13769719
13784425,13800559,13731023,13771231
13726481,13753806,13731422,13770577
13785075,13609322,13751488,13783794
13798857,13762574,13744284,13772274
13782010,13693790,13734921,13775793
14042591,13764056,13727377,13768107
13795733,13762853,13622212,14034412
13781399,13747503,13732254,13765773
13803324,13764086,13728587,13774863
13790001,13766419,13739395,13770840
13790202,13772878,13753858,13810158
13811251,13785792,13749524,13784504
13795695,13771201,13734126,13768163
13776795,13770348,13733726,13759826
13666209,13514242,13351875,13264798
13256800,13237376,13213119,13257840
13247166,13184277,13196360,13230457
13286399,13266185,13230742,13263428
9309773,8903311,8996137,10234860
4036231,4034203,4028093,4030829
4044482,4063138,4029819,4057710
4033393,4061938,4034510,4093058
4070358,4082375,4071018,4077442
4049225,4025153,4048272,4046499
4039685,4075760,4063676,4061458
4231662,4274513,4200034,4201887
4206201,4207751,4204155,4210272
4224880,4240872,4246130,4215964
4731105,4981545,4969536,4877945
5114885,5077845,5064134,5116074
5085069,5099667,5067446,5096916
5089781,5091170,5093733,5100410
5068279,5085980,5079624,5083425
5054984,5077131,5086222,5069636
5082460,5092681,5072354,5111802
5064004,5087935,5062941,5055681
5078535,5087342,5087668,5088545
5113286,5103469,5076223,5111565
5093881,5094373,5047093,5064891
5038495,5009446,4954243,4932240
4924657,4911723,4905051,4893488
4867130,4852242,4860414,4895105
4907844,4913785,4907266,4911809
4859815,4893060,4880065,4887738
4901126,4901734,4902830,4909064
4904321,4897914,4936531,4912928
4866921,4902732,4866241,4886518
4889066,4897079,4897276,4921581
4898523,4911076,4901427,4910114
4867683,4872828,4843315,4883158
4907212,4885425,4894909,4914648
4922000,4891639,4882079,4929197
4879968,4882898,4883925,4874202
4902002,4899947,4900928,4902277
4874519,4877686,4891456,4914487
4870996,4898332,4892124,4860117
4865364,4870201,4876453,4854399
4891608,4886167,4872919,4886848
4888652,4887771,4914934,4905610
4894304,4891166,4902559,4923937
4903066,4871730,4877083,4897851
4891052,4916475,4913198,4910232
4888560,4915331,4862256,4901719
4874988,4865329,4884220,4891661
